"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Delhi","South","MCW Centres MCD","2019-2020","January","16.5.3","Number of Maternal Deaths due to Abortion","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","MCW Centres MCD","2019-2020","January","16.8.2","Number of Deaths due to Malaria- Plasmodium Falciparum","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","NGO","2019-2020","January","9.2.4.a","Children aged between 9 and 11 months fully immunized- Male","M9 [CHILD IMMUNISATION]","NA","0","NA","0"
"Delhi","South","NGO","2019-2020","January","10.3","Childhood Diseases - Sepsis","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","0","NA","0"
"Delhi","South","NGO","2019-2020","January","12.1.1.a","Girls registered in AFHC","M12 [Adolscent Health]","NA","NA","NA","NA"
"Delhi","South","NGO","2019-2020","January","14.6.4","Emergency - Snake Bite","M14 [Patient Services]","NA","0","NA","0"
"Delhi","South","NGO","2019-2020","January","14.14.1","Number of children admitted in NRC","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","Private","2019-2020","January","1.3.2","Number of Eclampsia cases managed during delivery","M1 [Ante Natal Care (ANC)]","NA","1","NA","1"
"Delhi","South","Private","2019-2020","January","14.19","Total number of blood units issued in year","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","Private","2019-2020","January","8.2.4","Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted","M8 [Family Planning]","NA","1","1","0"
"Delhi","South","ESI","2019-2020","January","16.8.1","Number of Deaths due to Malaria- Plasmodium Vivax","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","IPP VIII-MCD","2019-2020","January","1.6.2.b","Number of pregnant women tested found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","NA","0"
"Delhi","South","CGHS","2019-2020","January","9.5.3","Children more than 10 years received TT10","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","14.4.3","Inpatient - Typhoid","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","Delhi Govt","2019-2020","January","9.8.3","Child immunisation - Vitamin A Dose - 9","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Delhi","South","IPP VIII-MCD","2019-2020","January","14.16","Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach","M14 [Patient Services]","0","NA","NA","0"
"Delhi","South","IPP VIII-MCD","2019-2020","January","16.3.1","Number of Infant Deaths (1 -12 months) due to Pneumonia","M16 [Details of deaths reported with probable causes:]","0","NA","NA","0"
"Delhi","South","IPP VIII-MCD","2019-2020","January","16.7.3","Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB)","M16 [Details of deaths reported with probable causes:]","0","NA","NA","0"
"Delhi","South","MCW Centres MCD","2019-2020","January","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","20","NA","NA","20"
"Delhi","South","Autonomous","2019-2020","January","2.1.3","Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery","M2 [Deliveries]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","14.8.1","Operation major (General and spinal anaesthesia)","M14 [Patient Services]","2291","NA","2291","NA"
"Delhi","South","Autonomous","2019-2020","January","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","16.7.10","Number of Adolscent / Adult deaths due to Suicide","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","10.14","Childhood Diseases - Severe Acute Malnutrition (SAM)","M10 [Number of cases of Childhood Diseases (0-5 years)]","3","NA","3","NA"
"Delhi","South","CGHS","2019-2020","January","1.2.6","Number of PW given one Albendazole tablet after 1st  trimester","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","1.2.7","Number of PW received 4 or more ANC check ups","M1 [Ante Natal Care (ANC)]","1","NA","NA","1"
"Delhi","South","CGHS","2019-2020","January","4.2","Abortion (spontaneous)","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","4.3.1.b","MTP more than 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","9.1.14","Child immunisation - Hepatitis-B1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","11.1.2.c","Malaria (RDT) - Plamodium Falciparum test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","11.2.2","Kala Azar Positive Cases","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","14.1.7","Outpatient - Ophthalmic Related","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","14.1.8","Outpatient - Dental","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","14.2.2","Ayush - Outpatient attendance","M14 [Patient Services]","2965","NA","NA","2965"
"Delhi","South","CGHS","2019-2020","January","14.12.3","Outborn – Male","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","15.3.4.c","Number of Female (Non ANC)STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","16.7.11","Number of Adolscent / Adult deaths due to Animal bites and stings","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","8.12","Number of Combined Oral Pill cycles distributed","M8 [Family Planning]","8","NA","NA","8"
"Delhi","South","Delhi Govt","2019-2020","January","1.5.3","Number of PW given insulin out of total tested positive for GDM","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Delhi","South","Delhi Govt","2019-2020","January","4.4.2","Number of newborns having weight less than 2.5 kg","M4 [Pregnancy outcome & details of new-born]","159","NA","158","1"
"Delhi","South","Delhi Govt","2019-2020","January","9.1.12","Child immunisation - OPV3","M9 [CHILD IMMUNISATION]","942","NA","101","841"
"Delhi","South","Delhi Govt","2019-2020","January","9.2.2","Child immunisation (9-11months) - Measles 1st dose","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Delhi","South","Delhi Govt","2019-2020","January","9.3.1","Child immunisation - Measles & Rubella (MR)- 1st Dose","M9 [CHILD IMMUNISATION]","17","NA","0","17"
"Delhi","South","Delhi Govt","2019-2020","January","9.4.5","Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Delhi","South","Delhi Govt","2019-2020","January","11.1.2.a","RDT conducted for Malaria","M11 [NVBDCP]","78","NA","78","NA"
"Delhi","South","Delhi Govt","2019-2020","January","11.1.2.c","Malaria (RDT) - Plamodium Falciparum test positive","M11 [NVBDCP]","0","NA","0","NA"
"Delhi","South","Delhi Govt","2019-2020","January","14.12.3","Outborn – Male","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","Delhi Govt","2019-2020","January","14.12.5","Number of newborns admitted in SNCU - referred by ASHA","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","7.2.2","RTI/STI for which treatment initiated -Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","12","NA","12","NA"
"Delhi","South","Autonomous","2019-2020","January","8.7","Number of complications following IUCD Insertion","M8 [Family Planning]","0","NA","0","NA"
"Delhi","South","Autonomous","2019-2020","January","11.1.1.a","Total Blood Smears Examined for Malaria","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","11.1.1.c","Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","South","Autonomous","2019-2020","January","14.12.5","Number of newborns admitted in SNCU - referred by ASHA","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Delhi","South","CGHS","2019-2020","January","7.2.1","RTI/STI for which treatment initiated - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","NA","NA","0"
"Delhi","South","CGHS","2019-2020","January","9.8.3","Child immunisation - Vitamin A Dose - 9","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","South","CGHS","2019-2020","January","10.2","Childhood Diseases - Asthma","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Delhi","South","Delhi Govt","2019-2020","January","9.1.9","Child immunisation - OPV 0 (Birth Dose)","M9 [CHILD IMMUNISATION]","572","NA","563","9"
"Delhi","South","Delhi Govt","2019-2020","January","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","377","NA","31","346"
"Delhi","South","Delhi Govt","2019-2020","January","10.10","Childhood Diseases - Malaria","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","0"
"Delhi","South","Delhi Govt","2019-2020","January","14.1.6","Outpatient - Epilepsy","M14 [Patient Services]","0","NA","0","0"
"Delhi","South","Delhi Govt","2019-2020","January","14.3.3","Number of Left Against Medical Advice (LAMA) cases","M14 [Patient Services]","20","NA","20","NA"
"Delhi","South","Delhi Govt","2019-2020","January","14.8.5","Number of post operative Surgical Site infection","M14 [Patient Services]","1","NA","1","NA"
"Delhi","South","ESI","2019-2020","January","9.6.2","Number of cases of AEFI - Death","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","14.4.2","Inpatient - Dengue","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","14.8.4","Operation minor (No or local anaesthesia)","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","16.7.3","Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB)","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","ESI","2019-2020","January","16.7.7","Number of Adolscent / Adult deaths due to Cancer","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","South","IPP VIII-MCD","2019-2020","January","6.1","Women receiving 1st post partum checkup within 48 hours of home delivery","M6 [Post Natal Care (PNC)]","14","NA","NA","14"
"Delhi","South","IPP VIII-MCD","2019-2020","January","8.8","Injectable Contraceptive-Antara Program- First Dose","M8 [Family Planning]","4","NA","NA","4"
"Delhi","South","IPP VIII-MCD","2019-2020","January","9.7.3","Number of Immunisation sessions where ASHAs were present","M9 [CHILD IMMUNISATION]","41","NA","NA","41"
"Delhi","South","IPP VIII-MCD","2019-2020","January","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","0","NA","NA","0"
"Delhi","South","IPP VIII-MCD","2019-2020","January","14.3.1.a","Inpatient (Male)- Children<18yrs","M14 [Patient Services]","0","NA","NA","0"
"Delhi","South","IPP VIII-MCD","2019-2020","January","15.2.1","Number of Hb tests conducted","M15 [Laboratory Testing]","93","NA","NA","93"
"Delhi","South","IPP VIII-MCD","2019-2020","January","15.3.3.a","Number of pregnant women screened for HIV","M15 [Laboratory Testing]","3","NA","NA","3"
"Delhi","South","IPP VIII-MCD","2019-2020","January","8.13","Number of Condom pieces distributed","M8 [Family Planning]","5911","NA","NA","5911"
"Delhi","South","MCW Centres MCD","2019-2020","January","9.1.11","Child immunisation - OPV2","M9 [CHILD IMMUNISATION]","605","NA","167","438"
"Delhi","South","MCW Centres MCD","2019-2020","January","9.4.6","Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
