Indicator,S.No.,Parameters,Type,District - _Delhi,District - Central,District - East,District - New Delhi,District - North,District - North East,District - North West,District - Shahdara,District - South,District - South East,District - South West,District - West
M2 [Deliveries],2.2.2.b,Number of ASHAs paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,1852,386,261,276,1,18,35,39,166,85,470,115
M2 [Deliveries],2.2.2.c,Number of cases of deliveries conducted at Public Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M2 [Deliveries],2.3,Deliveries conducted at Private Institutions (Including C-Sections),TOTAL,21006,4332,1681,99,425,95,3605,1580,2242,2527,969,3451
M2 [Deliveries],2.3.1.a,Number of mothers paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,0,0,0,0,NA,NA,0,0,0,0,0,0
M2 [Deliveries],2.3.1.b,Number of ASHAs paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,0,0,0,0,NA,NA,0,0,0,0,0,0
M2 [Deliveries],2.3.1.c,Number of cases of deliveries conducted at accredited Private Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,0,0,0,0,NA,NA,0,0,0,0,0,0
M3 [Number of Caesarean C-Section deliveries performed at],3.1.1,Number of Caesarean (C-Section) deliveries performed at PHCs (Primary Health Centre),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M3 [Number of Caesarean C-Section deliveries performed at],3.1.2,Number of Caesarean (C-Section) deliveries performed at CHCs (Community Health Centre),TOTAL,16,0,NA,16,NA,0,0,NA,NA,0,NA,0
M3 [Number of Caesarean C-Section deliveries performed at],3.1.3,Number of Caesarean (C-Section) deliveries performed at SDHs (Sub-divisional Hospital) or DHs (District Hospital),TOTAL,23747,4154,818,5504,233,317,3664,4021,877,250,873,3036
M3 [Number of Caesarean C-Section deliveries performed at],3.1.4,Number of Caesarean (C-Section) deliveries performed at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3 [Number of Caesarean C-Section deliveries performed at],3.1.5,"Total Number of Caesarean (C-Section) deliveries performed at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 3.1.1 to 3.1.4)",TOTAL,23763,4154,818,5520,233,317,3664,4021,877,250,873,3036
M3 [Number of Caesarean C-Section deliveries performed at],3.2,No. of C-section deliveries performed at Private facilities,TOTAL,12505,2638,1078,52,140,62,2347,993,1085,1311,596,2203
M4 [Pregnancy outcome & weight of new-born],4.1.1.a,Number of male live births,TOTAL,70613,11462,3329,11560,3039,2236,10848,10212,3185,2862,3450,8430
M4 [Pregnancy outcome & weight of new-born],4.1.1.b,Number of female live births,TOTAL,63168,10192,3003,10386,2822,2144,9711,8913,2781,2575,2986,7655
M4 [Pregnancy outcome & weight of new-born],4.1.1.c,Total number of male and female live births (4.1.1.a and 4.1.1.b),TOTAL,133781,21654,6332,21946,5861,4380,20559,19125,5966,5437,6436,16085
M4 [Pregnancy outcome & weight of new-born],4.1.2,Number of still births,TOTAL,2584,482,104,583,72,30,427,418,82,42,58,286
M4 [Pregnancy outcome & weight of new-born],4.1.3,Number of Abortions (spontaneous or induced),TOTAL,18557,2840,1877,1486,1165,289,2640,1827,1380,1226,912,2915
M4 [Pregnancy outcome & weight of new-born],4.2.1,Number of Newborns weighed at birth,TOTAL,126574,20277,6146,20497,5398,3763,20070,19033,5687,4814,6311,14578
M4 [Pregnancy outcome & weight of new-born],4.2.2,Number of Newborns having weight less than 2.5 kg,TOTAL,27509,4530,1252,3180,947,775,4573,5945,929,547,1060,3771
M4 [Pregnancy outcome & weight of new-born],4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,98493,14137,3860,17567,5143,3555,14933,15561,4482,3624,4931,10700
M5 [Complicated pregnanices],5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,6,0,0,0,0,0,0,0,6,0,0,0
M5 [Complicated pregnanices],5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,351,0,6,0,10,118,20,119,NA,77,NA,1
M5 [Complicated pregnanices],5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,35205,8504,1990,4751,3300,153,3129,5970,2297,339,1086,3686
M5 [Complicated pregnanices],5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M5 [Complicated pregnanices],5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,35562,8504,1996,4751,3310,271,3149,6089,2303,416,1086,3687
M5 [Complicated pregnanices],5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,4551,781,128,0,183,54,465,702,909,910,180,239
M5 [Complicated pregnanices],5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,26384,5920,2116,2870,552,234,3082,4454,1612,1268,1054,3222
M5 [Complicated pregnanices],5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,2825,276,10,452,112,129,195,604,203,83,80,681
M5 [Complicated pregnanices],5.3.3,Number of cases of complicated pregnancies treated with IV Oxytocis,TOTAL,25268,8317,1710,2098,733,248,2883,2889,1929,1265,677,2519
M5 [Complicated pregnanices],5.3.4,Number of cases of complicated pregnancies treated with Blood Transfusion,TOTAL,8374,799,851,1401,286,27,1368,1546,189,78,205,1624
M6 [Post - Natal Care],6.1,Women getting post partum check-up within 48 hours after delivery,TOTAL,117068,17144,5112,20898,5299,3937,18544,16668,5188,4697,6205,13376
M6 [Post - Natal Care],6.2,Women getting a post partum check up between 48 hours and 14 days after delivery,TOTAL,84554,11818,3579,7553,4649,3676,11927,10498,2212,4069,8220,16353
M6 [Post - Natal Care],6.3,PNC maternal complications attended,TOTAL,3249,186,739,333,140,0,796,222,38,181,211,403
M7 [Medical Termination of Pregnancy (MTP)],7.1.1,Number of MTPs conducted at Public Institutions up to 12 weeks of pregnancy,TOTAL,3281,597,39,432,123,34,581,307,343,169,147,509
M7 [Medical Termination of Pregnancy (MTP)],7.1.2,Number of MTPs conducted at Public Institutions for more than 12 weeks of pregnancy,TOTAL,473,59,5,124,4,0,41,82,124,0,6,28
M7 [Medical Termination of Pregnancy (MTP)],7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,3754,656,44,556,127,34,622,389,467,169,153,537
M7 [Medical Termination of Pregnancy (MTP)],7.2,Number of MTPs conducted at Private Facilities,TOTAL,6562,965,1251,61,182,12,961,559,410,822,337,1002
M8 [RTI/STI Cases],8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,17491,2726,849,3279,1148,698,1326,673,1289,1569,1403,2531
M8 [RTI/STI Cases],8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,90666,11128,5542,12672,5766,6552,8433,5666,3111,4782,4905,22109
M8 [RTI/STI Cases],8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,108157,13854,6391,15951,6914,7250,9759,6339,4400,6351,6308,24640
M8 [RTI/STI Cases],8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,280,0,2,0,0,0,0,0,23,19,6,230
M9 [Family Planning],9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,0,0,NA,0,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,884,619,8,86,5,8,18,15,7,0,77,41
M9 [Family Planning],9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,884,619,8,86,5,8,18,15,7,0,77,41
M9 [Family Planning],9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,27,25,1,0,0,NA,0,0,1,0,0,0
M9 [Family Planning],9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,0,0,NA,0,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,2924,936,14,477,38,11,387,178,320,34,125,404
M9 [Family Planning],9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,2924,936,14,477,38,11,387,178,320,34,125,404
M9 [Family Planning],9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,1000,26,28,70,5,NA,507,222,11,105,2,24
M9 [Family Planning],9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,0,0,NA,0,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,977,112,49,495,18,2,100,72,23,2,56,48
M9 [Family Planning],9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,977,112,49,495,18,2,100,72,23,2,56,48
M9 [Family Planning],9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,78,10,7,0,2,NA,14,0,17,15,0,13
M9 [Family Planning],9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,6,0,NA,6,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,2306,269,0,318,19,23,665,457,85,21,65,384
M9 [Family Planning],9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,2312,269,0,324,19,23,665,457,85,21,65,384
M9 [Family Planning],9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,171,38,3,0,6,NA,16,3,5,36,3,61
M9 [Family Planning],9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,8,8,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,12857,2032,865,723,768,1100,1173,736,1074,1226,1366,1794
M9 [Family Planning],9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,4276,540,316,234,351,637,413,431,NA,480,77,797
M9 [Family Planning],9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,25932,4032,1438,3606,1949,688,4619,3066,999,539,887,4109
M9 [Family Planning],9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,43073,6612,2619,4563,3068,2425,6205,4233,2073,2245,2330,6700
M9 [Family Planning],9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,22505,3501,1451,2974,1637,855,3786,2651,550,521,629,3950
M9 [Family Planning],9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,1942,278,130,97,132,16,307,215,118,275,93,281
M9 [Family Planning],9.06,Number of IUCD removals,TOTAL,6942,897,487,591,489,429,849,533,480,553,577,1057
M9 [Family Planning],9.07,Number of Oral Pills cycles distributed,TOTAL,101213,11246,7335,7805,9675,7177,11620,9802,6351,12041,6894,11267
M9 [Family Planning],9.08,Number of Condom pieces distributed,TOTAL,3651409,431717,131991,260932,370626,200751,597437,205938,340166,412877,285366,413608
M9 [Family Planning],9.09,Number of Centchroman (weekly) pills given,TOTAL,112,63,0,0,0,0,0,0,30,0,8,11
M9 [Family Planning],9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,7958,566,766,438,1006,677,948,574,995,658,399,931
M9 [Family Planning],9.11.1.a,Number of cases of complications following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.11.1.b,Number of cases of complications following female sterilization,TOTAL,11,0,0,0,0,0,0,8,0,0,2,1
M9 [Family Planning],9.11.2.a,Number of failures following male sterilization,TOTAL,1,0,0,0,0,0,0,0,0,0,0,1
M9 [Family Planning],9.11.2.b,Number of failures following female sterilization,TOTAL,27,8,0,4,1,0,5,6,0,0,0,3
M9 [Family Planning],9.11.3.a,Number of deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.11.3.b,Number of deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.12,Number of Institutions having NSV trained doctors,TOTAL,322,34,23,44,19,3,75,43,28,17,13,23
M10 [CHILD IMMUNIZATION],10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,149363,19268,7899,23654,8885,6804,21808,20280,6722,8020,7456,18567
M10 [CHILD IMMUNIZATION],10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,8681,1233,469,100,356,462,1341,492,874,1488,214,1652
M10 [CHILD IMMUNIZATION],10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,7459,1107,440,97,302,437,939,371,784,1356,227,1399
M10 [CHILD IMMUNIZATION],10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,7156,1158,417,106,280,396,936,395,614,1278,216,1360
M10 [CHILD IMMUNIZATION],10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,137639,13480,9052,7826,13291,13651,17693,12463,8196,13046,10670,18271
M10 [CHILD IMMUNIZATION],10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,137599,13036,9888,7145,13576,13514,17977,11793,8504,13253,10632,18281
M10 [CHILD IMMUNIZATION],10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,141275,13336,9742,7299,14080,13515,18564,11959,8792,13547,11227,19214
M10 [CHILD IMMUNIZATION],10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,118419,17281,6030,21210,4642,3703,17611,18207,5029,4235,5746,14725
M10 [CHILD IMMUNIZATION],10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,142738,14601,9652,7738,13401,13815,18201,12876,7579,14248,10827,19800
M10 [CHILD IMMUNIZATION],10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,142159,14118,10242,7037,13619,13757,18346,12108,8178,14331,10846,19577
M10 [CHILD IMMUNIZATION],10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,145754,14416,10241,7260,14019,13682,18755,12171,8562,14714,11447,20487
M10 [CHILD IMMUNIZATION],10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,111767,15559,5890,20965,4414,3253,17316,17698,4402,4057,5632,12581
M10 [CHILD IMMUNIZATION],10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,9150,1566,763,78,131,874,1193,619,561,1194,270,1901
M10 [CHILD IMMUNIZATION],10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,6338,1069,621,96,109,298,905,360,650,1006,208,1016
M10 [CHILD IMMUNIZATION],10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,5937,1269,551,96,141,268,740,313,593,857,230,879
M10 [CHILD IMMUNIZATION],10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,164409,16000,11486,8373,16148,15410,20781,13454,10337,16878,12712,22830
M10 [CHILD IMMUNIZATION],10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,8501,1065,578,369,512,1319,1494,650,489,710,479,836
M10 [CHILD IMMUNIZATION],10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,3,0,0,0,3,0,0,0,0,0,0,0
M10 [CHILD IMMUNIZATION],10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,84948,8160,5981,4416,8444,7833,10897,6689,5227,8310,6847,12144
M10 [CHILD IMMUNIZATION],10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,73447,7074,5183,3708,7285,7006,9508,5903,4574,7161,5685,10360
M10 [CHILD IMMUNIZATION],10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,158395,15234,11164,8124,15729,14839,20405,12592,9801,15471,12532,22504
M10 [CHILD IMMUNIZATION],10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,164890,15573,12011,8379,16130,15615,21343,13454,10410,15158,13500,23317
M10 [CHILD IMMUNIZATION],10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,163743,15538,11969,8374,16022,15516,20930,13295,10579,15057,13493,22970
M10 [CHILD IMMUNIZATION],10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,170320,16493,12422,8903,16593,13704,21547,15315,11174,17906,13619,22644
M10 [CHILD IMMUNIZATION],10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,24318,2408,791,1448,2678,2858,3398,2321,1235,866,1688,4627
M10 [CHILD IMMUNIZATION],10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,20613,2082,684,990,2215,2729,3025,1855,1110,762,1361,3800
M10 [CHILD IMMUNIZATION],10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,44931,4490,1475,2438,4893,5587,6423,4176,2345,1628,3049,8427
M10 [CHILD IMMUNIZATION],10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,79599,8646,5995,4389,6944,5866,9661,6149,5426,7761,7174,11588
M10 [CHILD IMMUNIZATION],10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,22785,2702,1919,1895,1518,1655,2524,1594,1920,2465,1889,2704
M10 [CHILD IMMUNIZATION],10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,14939,2438,1103,1225,1361,858,1673,1469,1057,1307,1358,1090
M10 [CHILD IMMUNIZATION],10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,7,0,5,0,0,0,2,0,0,0,0,0
M10 [CHILD IMMUNIZATION],10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M10 [CHILD IMMUNIZATION],10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,12,4,1,0,0,0,2,1,1,3,0,0
M10 [CHILD IMMUNIZATION],10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,63126,8243,4998,3521,6253,4502,8623,4112,3663,6290,4120,8801
M10 [CHILD IMMUNIZATION],10.4.2,Number of Immunisation sessions held during the month,TOTAL,61448,8083,4876,3307,6050,4437,8406,4014,3610,6119,3975,8571
M10 [CHILD IMMUNIZATION],10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,33489,1777,3174,1444,3559,3502,4204,1983,1901,3942,3140,4863
M10 [CHILD IMMUNIZATION],10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,4,0,0,0,0,0,0,0,0,4,0,0
M11 [Number of Vitamin A doses],11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,112268,8665,11123,4037,8557,12345,11196,9263,8211,11348,12044,15479
M11 [Number of Vitamin A doses],11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,80177,5064,10207,1838,10388,7009,7780,6262,4866,8523,5584,12656
M11 [Number of Vitamin A doses],11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,33977,1704,4669,826,3741,3952,3643,2491,1898,4423,2147,4483
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,2,0,0,1,0,0,1,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,3,0,0,3,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,6,0,0,6,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,477,41,46,64,47,11,59,101,65,24,4,15
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,63473,4662,5752,6606,18892,1075,6366,3200,1966,3855,1948,9151
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,796,123,53,234,177,0,98,38,23,24,18,8
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,10650,1001,1024,3044,514,0,1082,439,1030,283,260,1973
M13 [Blindness Control Programme],13.1,Number of Patients operated for cataract,TOTAL,26488,12886,538,3556,424,212,2402,1058,338,1404,89,3581
M13 [Blindness Control Programme],13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,25044,12706,244,3517,238,212,2022,804,333,1344,58,3566
M13 [Blindness Control Programme],13.3,Number of School children detected with Refractive errors,TOTAL,12129,543,176,0,987,372,1660,1818,1317,450,534,4272
M13 [Blindness Control Programme],13.4,Number of children provided free glasses,TOTAL,1349,0,0,0,0,0,421,0,0,0,0,928
