Indicator,S.No.,Parameters,Type,District - _Delhi,District - Central,District - East,District - New Delhi,District - North,District - North East,District - North West,District - Shahdara,District - South,District - South East,District - South West,District - West
M2 [Deliveries],2.1.1.c,Total number of deliveries conducted at Home and attended by trained or non-trained SBA (i.e. sum of 2.1.1.a and 2.1.1.b),TOTAL,10096,603,481,264,2020,1467,919,382,1108,1077,545,1230
M2 [Deliveries],2.1.2,Number of newborns visited within 24 hours of delivery for deliveries conducted at home,TOTAL,4960,432,280,153,957,485,250,301,501,506,311,784
M2 [Deliveries],2.1.3,Number of mothers paid JSY incentive for deliveries conducted at home,TOTAL,37,6,0,15,0,1,1,0,5,2,7,0
M2 [Deliveries],2.2,Deliveries conducted at Public Institutions (Including C-Sections),TOTAL,125181,20172,5167,26015,4464,3598,19456,20738,3293,2283,6079,13916
M2 [Deliveries],2.2.1,"Out of 2.2, Number discharged under 48 hours of delivery",TOTAL,58853,10998,2862,18252,1702,2712,2875,3493,2028,1306,4513,8112
M2 [Deliveries],2.2.2.a,Number of mothers paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,6226,1079,319,511,861,100,1091,471,210,129,781,674
M2 [Deliveries],2.2.2.b,Number of ASHAs paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,2092,457,281,339,1,23,60,43,173,85,510,120
M2 [Deliveries],2.2.2.c,Number of cases of deliveries conducted at Public Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M2 [Deliveries],2.3,Deliveries conducted at Private Institutions (Including C-Sections),TOTAL,25012,5189,1991,113,497,115,4338,1877,2646,3029,1131,4086
M2 [Deliveries],2.3.1.a,Number of mothers paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,0,0,0,0,NA,NA,0,0,0,0,0,0
M2 [Deliveries],2.3.1.b,Number of ASHAs paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,0,0,0,0,NA,NA,0,0,0,0,0,0
M2 [Deliveries],2.3.1.c,Number of cases of deliveries conducted at accredited Private Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,0,0,0,0,NA,NA,0,0,0,0,0,0
M3 [Number of Caesarean C-Section deliveries performed at],3.1.1,Number of Caesarean (C-Section) deliveries performed at PHCs (Primary Health Centre),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M3 [Number of Caesarean C-Section deliveries performed at],3.1.2,Number of Caesarean (C-Section) deliveries performed at CHCs (Community Health Centre),TOTAL,18,0,NA,18,NA,0,0,NA,NA,0,NA,0
M3 [Number of Caesarean C-Section deliveries performed at],3.1.3,Number of Caesarean (C-Section) deliveries performed at SDHs (Sub-divisional Hospital) or DHs (District Hospital),TOTAL,28263,4922,985,6601,263,358,4338,4850,1047,284,1061,3554
M3 [Number of Caesarean C-Section deliveries performed at],3.1.4,Number of Caesarean (C-Section) deliveries performed at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3 [Number of Caesarean C-Section deliveries performed at],3.1.5,"Total Number of Caesarean (C-Section) deliveries performed at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 3.1.1 to 3.1.4)",TOTAL,28281,4922,985,6619,263,358,4338,4850,1047,284,1061,3554
M3 [Number of Caesarean C-Section deliveries performed at],3.2,No. of C-section deliveries performed at Private facilities,TOTAL,14910,3155,1285,64,164,80,2822,1185,1271,1588,703,2593
M4 [Pregnancy outcome & weight of new-born],4.1.1.a,Number of male live births,TOTAL,83731,13620,3989,13663,3580,2628,12880,12105,3745,3383,4105,10033
M4 [Pregnancy outcome & weight of new-born],4.1.1.b,Number of female live births,TOTAL,75190,12100,3561,12371,3351,2533,11590,10619,3337,3054,3600,9074
M4 [Pregnancy outcome & weight of new-born],4.1.1.c,Total number of male and female live births (4.1.1.a and 4.1.1.b),TOTAL,158921,25720,7550,26034,6931,5161,24470,22724,7082,6437,7705,19107
M4 [Pregnancy outcome & weight of new-born],4.1.2,Number of still births,TOTAL,3105,577,125,693,81,34,516,511,96,51,71,350
M4 [Pregnancy outcome & weight of new-born],4.1.3,Number of Abortions (spontaneous or induced),TOTAL,21158,3284,2170,1682,1259,322,3047,2093,1531,1394,1003,3373
M4 [Pregnancy outcome & weight of new-born],4.2.1,Number of Newborns weighed at birth,TOTAL,151046,24336,7307,24622,6327,4448,23903,22610,6750,5711,7558,17474
M4 [Pregnancy outcome & weight of new-born],4.2.2,Number of Newborns having weight less than 2.5 kg,TOTAL,33106,5588,1483,3863,1215,908,5578,7077,1056,651,1278,4409
M4 [Pregnancy outcome & weight of new-born],4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,117051,16946,4582,20934,6111,4187,17688,18436,5359,4262,5873,12673
M5 [Complicated pregnanices],5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,6,0,0,0,0,0,0,0,6,0,0,0
M5 [Complicated pregnanices],5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,419,0,6,0,10,160,23,137,NA,82,NA,1
M5 [Complicated pregnanices],5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,41805,10019,2480,5707,3595,182,3846,7174,2658,373,1342,4429
M5 [Complicated pregnanices],5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M5 [Complicated pregnanices],5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,42230,10019,2486,5707,3605,342,3869,7311,2664,455,1342,4430
M5 [Complicated pregnanices],5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,5329,896,161,0,214,68,542,761,1047,1142,217,281
M5 [Complicated pregnanices],5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,32004,7116,2639,3636,640,290,3852,5299,1892,1537,1283,3820
M5 [Complicated pregnanices],5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,3237,328,13,565,127,162,226,696,222,90,93,715
M5 [Complicated pregnanices],5.3.3,Number of cases of complicated pregnancies treated with IV Oxytocis,TOTAL,30105,9986,2031,2457,856,308,3565,3219,2190,1533,844,3116
M5 [Complicated pregnanices],5.3.4,Number of cases of complicated pregnancies treated with Blood Transfusion,TOTAL,10106,1343,964,1643,317,32,1483,1861,212,82,250,1919
M6 [Post - Natal Care],6.1,Women getting post partum check-up within 48 hours after delivery,TOTAL,139500,20367,6104,25085,6208,4706,21768,20258,6148,5554,7485,15817
M6 [Post - Natal Care],6.2,Women getting a post partum check up between 48 hours and 14 days after delivery,TOTAL,100471,13625,4174,8923,5519,4198,13788,13322,2642,4895,9849,19536
M6 [Post - Natal Care],6.3,PNC maternal complications attended,TOTAL,3747,249,869,400,167,0,889,229,39,199,258,448
M7 [Medical Termination of Pregnancy (MTP)],7.1.1,Number of MTPs conducted at Public Institutions up to 12 weeks of pregnancy,TOTAL,3689,668,43,501,134,36,654,344,385,200,161,563
M7 [Medical Termination of Pregnancy (MTP)],7.1.2,Number of MTPs conducted at Public Institutions for more than 12 weeks of pregnancy,TOTAL,526,66,5,134,5,0,49,89,138,0,7,33
M7 [Medical Termination of Pregnancy (MTP)],7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,4215,734,48,635,139,36,703,433,523,200,168,596
M7 [Medical Termination of Pregnancy (MTP)],7.2,Number of MTPs conducted at Private Facilities,TOTAL,7453,1096,1455,61,206,16,1080,627,466,934,392,1120
M8 [RTI/STI Cases],8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,20477,3210,1006,4018,1270,765,1481,791,1492,1796,1648,3000
M8 [RTI/STI Cases],8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,105510,12867,6485,14646,6631,7871,9685,6488,3648,5574,5709,25906
M8 [RTI/STI Cases],8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,125987,16077,7491,18664,7901,8636,11166,7279,5140,7370,7357,28906
M8 [RTI/STI Cases],8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,331,0,2,0,0,0,2,0,31,21,6,269
M9 [Family Planning],9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,0,0,NA,0,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,953,678,8,92,5,8,18,15,7,1,79,42
M9 [Family Planning],9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,953,678,8,92,5,8,18,15,7,1,79,42
M9 [Family Planning],9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,27,25,1,0,0,NA,0,0,1,0,0,0
M9 [Family Planning],9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,0,0,NA,0,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,3242,1053,14,519,46,11,439,193,343,39,136,449
M9 [Family Planning],9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,3242,1053,14,519,46,11,439,193,343,39,136,449
M9 [Family Planning],9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,1122,31,33,81,5,NA,547,253,13,132,2,25
M9 [Family Planning],9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,0,0,NA,0,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,1136,137,64,585,18,2,107,77,25,3,62,56
M9 [Family Planning],9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,1136,137,64,585,18,2,107,77,25,3,62,56
M9 [Family Planning],9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,96,13,8,0,3,NA,24,0,17,18,0,13
M9 [Family Planning],9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,7,0,NA,7,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,2856,323,0,474,20,35,787,560,102,25,73,457
M9 [Family Planning],9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,2863,323,0,481,20,35,787,560,102,25,73,457
M9 [Family Planning],9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,208,41,10,0,10,NA,19,4,5,43,5,71
M9 [Family Planning],9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,8,8,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,14242,2221,955,779,869,1237,1360,835,1204,1362,1460,1960
M9 [Family Planning],9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,4883,628,378,263,392,706,469,475,NA,540,80,952
M9 [Family Planning],9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,29674,4612,1535,4411,2279,753,5293,3504,1157,642,993,4495
M9 [Family Planning],9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,48807,7469,2868,5453,3540,2696,7122,4814,2361,2544,2533,7407
M9 [Family Planning],9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,25911,4031,1562,3708,1926,957,4281,3045,664,621,714,4402
M9 [Family Planning],9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,2211,318,149,108,143,20,353,248,143,308,98,323
M9 [Family Planning],9.06,Number of IUCD removals,TOTAL,7860,1008,554,676,551,483,966,603,543,634,655,1187
M9 [Family Planning],9.07,Number of Oral Pills cycles distributed,TOTAL,117011,12737,8590,8886,11035,8265,13396,11469,7410,14055,8112,13056
M9 [Family Planning],9.08,Number of Condom pieces distributed,TOTAL,4187255,494395,150472,302840,427135,229254,686806,226392,391365,477399,327344,473853
M9 [Family Planning],9.09,Number of Centchroman (weekly) pills given,TOTAL,115,63,0,0,0,0,0,0,33,0,8,11
M9 [Family Planning],9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,9585,652,866,572,1181,910,1101,693,1128,791,555,1136
M9 [Family Planning],9.11.1.a,Number of cases of complications following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.11.1.b,Number of cases of complications following female sterilization,TOTAL,12,0,0,0,0,0,0,9,0,0,2,1
M9 [Family Planning],9.11.2.a,Number of failures following male sterilization,TOTAL,1,0,0,0,0,0,0,0,0,0,0,1
M9 [Family Planning],9.11.2.b,Number of failures following female sterilization,TOTAL,30,9,0,4,1,0,7,6,0,0,0,3
M9 [Family Planning],9.11.3.a,Number of deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.11.3.b,Number of deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.12,Number of Institutions having NSV trained doctors,TOTAL,379,40,30,49,21,4,87,49,37,19,16,27
M10 [CHILD IMMUNIZATION],10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,178208,23311,9346,28422,10495,8075,26069,24080,7964,9532,8934,21980
M10 [CHILD IMMUNIZATION],10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,10066,1460,559,112,417,570,1481,569,1041,1731,245,1881
M10 [CHILD IMMUNIZATION],10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,8609,1302,506,106,353,530,1041,409,920,1570,245,1627
M10 [CHILD IMMUNIZATION],10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,8183,1356,466,117,338,467,1035,437,686,1489,228,1564
M10 [CHILD IMMUNIZATION],10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,163385,15901,10674,9327,15930,16067,21082,14737,9730,15642,12602,21693
M10 [CHILD IMMUNIZATION],10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,159861,15130,11318,8241,15884,15578,21111,13677,9825,15553,12350,21194
M10 [CHILD IMMUNIZATION],10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,160867,15105,11064,8240,16214,15299,21116,13604,9944,15743,12680,21858
M10 [CHILD IMMUNIZATION],10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,141600,20880,7184,25539,5423,4384,21041,21700,6057,4972,6939,17481
M10 [CHILD IMMUNIZATION],10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,169492,17263,11383,9264,16081,16328,21636,15182,9012,17080,12808,23455
M10 [CHILD IMMUNIZATION],10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,164962,16404,11754,8147,15949,15879,21236,13992,9439,16829,12614,22719
M10 [CHILD IMMUNIZATION],10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,166090,16368,11619,8226,16188,15493,21338,13826,9660,17082,12927,23363
M10 [CHILD IMMUNIZATION],10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,132975,18290,7000,25380,5127,3860,20500,20994,5319,4713,6807,14985
M10 [CHILD IMMUNIZATION],10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,10568,1830,898,86,155,936,1414,699,659,1389,293,2209
M10 [CHILD IMMUNIZATION],10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,7355,1245,732,110,128,347,1032,399,748,1202,233,1179
M10 [CHILD IMMUNIZATION],10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,6805,1469,610,131,172,308,832,349,671,1002,243,1018
M10 [CHILD IMMUNIZATION],10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,190490,18498,13220,9564,18863,17699,24358,15488,11966,19690,14691,26453
M10 [CHILD IMMUNIZATION],10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,9959,1163,629,400,527,1403,1736,715,568,1039,494,1285
M10 [CHILD IMMUNIZATION],10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,6,0,0,0,6,0,0,0,0,0,0,0
M10 [CHILD IMMUNIZATION],10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,98354,9396,6879,5032,9912,9047,12787,7702,5970,9735,7887,14007
M10 [CHILD IMMUNIZATION],10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,85048,8137,5967,4230,8476,7999,11120,6845,5219,8396,6605,12054
M10 [CHILD IMMUNIZATION],10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,183402,17533,12846,9262,18388,17046,23907,14547,11189,18131,14492,26061
M10 [CHILD IMMUNIZATION],10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,184661,17573,13450,9231,18218,17519,24011,14788,11405,17398,14953,26115
M10 [CHILD IMMUNIZATION],10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,183603,17542,13408,9232,18101,17414,23614,14671,11595,17312,14946,25768
M10 [CHILD IMMUNIZATION],10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,191644,18796,13839,9929,18943,16019,24162,16997,12519,20259,15223,24958
M10 [CHILD IMMUNIZATION],10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,27449,2808,893,1558,3034,3275,3877,2604,1283,1033,1974,5110
M10 [CHILD IMMUNIZATION],10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,23323,2421,759,1079,2492,3089,3451,2103,1161,906,1628,4234
M10 [CHILD IMMUNIZATION],10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,50772,5229,1652,2637,5526,6364,7328,4707,2444,1939,3602,9344
M10 [CHILD IMMUNIZATION],10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,90066,9792,6710,4885,7940,6732,11055,6734,6028,8896,8005,13289
M10 [CHILD IMMUNIZATION],10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,25916,3067,2223,2143,1742,1843,2809,1782,2150,2911,2118,3128
M10 [CHILD IMMUNIZATION],10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,16952,2736,1283,1390,1543,955,1901,1698,1192,1508,1505,1241
M10 [CHILD IMMUNIZATION],10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,8,0,6,0,0,0,2,0,0,0,0,0
M10 [CHILD IMMUNIZATION],10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M10 [CHILD IMMUNIZATION],10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,14,4,2,0,0,0,3,1,1,3,0,0
M10 [CHILD IMMUNIZATION],10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,73466,9658,5798,4202,7254,5204,10021,4743,4194,7322,4825,10245
M10 [CHILD IMMUNIZATION],10.4.2,Number of Immunisation sessions held during the month,TOTAL,71473,9472,5646,3928,7024,5114,9758,4617,4136,7132,4664,9982
M10 [CHILD IMMUNIZATION],10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,38889,2112,3703,1672,4054,4054,4884,2258,2200,4566,3669,5717
M10 [CHILD IMMUNIZATION],10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,4,0,0,0,0,0,0,0,0,4,0,0
M11 [Number of Vitamin A doses],11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,137683,11044,12839,5279,11246,14430,14663,11222,9818,14204,14016,18922
M11 [Number of Vitamin A doses],11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,97186,6317,11745,2315,13206,8362,9784,7681,5905,10588,6429,14854
M11 [Number of Vitamin A doses],11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,40924,2229,5272,1019,4890,4592,4523,2835,2192,5547,2615,5210
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,3,0,0,2,0,0,1,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,3,0,0,3,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,6,0,0,6,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,481,42,46,64,49,11,59,101,66,24,4,15
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,70721,5538,6316,7735,20640,1154,6857,3538,2097,4208,2380,10258
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,878,136,64,268,181,0,101,49,26,24,19,10
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,12332,1245,1217,3511,656,0,1353,560,1178,295,298,2019
M13 [Blindness Control Programme],13.1,Number of Patients operated for cataract,TOTAL,30258,14870,611,4027,461,236,2745,1227,374,1583,98,4026
M13 [Blindness Control Programme],13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,28634,14680,275,3977,254,236,2318,930,369,1523,61,4011
M13 [Blindness Control Programme],13.3,Number of School children detected with Refractive errors,TOTAL,14372,601,209,0,1133,372,1863,2394,1555,506,613,5126
