Indicator,S.No.,Parameters,Type,District - _Delhi,District - Central,District - East,District - New Delhi,District - North,District - North East,District - North West,District - Shahdara,District - South,District - South East,District - South West,District - West
M4 [Pregnancy outcome & weight of new-born],4.1.2,Number of still births,TOTAL,3624,672,140,781,96,38,602,638,110,66,81,400
M4 [Pregnancy outcome & weight of new-born],4.1.3,Number of Abortions (spontaneous or induced),TOTAL,23922,3701,2440,1895,1406,362,3544,2379,1713,1562,1119,3801
M4 [Pregnancy outcome & weight of new-born],4.2.1,Number of Newborns weighed at birth,TOTAL,174859,28450,8498,28535,7375,5033,27618,26096,7756,6651,8763,20084
M4 [Pregnancy outcome & weight of new-born],4.2.2,Number of Newborns having weight less than 2.5 kg,TOTAL,38563,6665,1698,4508,1449,1001,6411,8170,1205,789,1500,5167
M4 [Pregnancy outcome & weight of new-born],4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,135070,19825,5357,24100,7102,4725,20388,21232,6112,4958,6945,14326
M5 [Complicated pregnanices],5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,6,0,0,0,0,0,0,0,6,0,0,0
M5 [Complicated pregnanices],5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,498,0,6,0,10,207,26,155,NA,93,NA,1
M5 [Complicated pregnanices],5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,48941,11700,2991,6698,4045,202,4856,8273,2961,411,1542,5262
M5 [Complicated pregnanices],5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M5 [Complicated pregnanices],5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,49445,11700,2997,6698,4055,409,4882,8428,2967,504,1542,5263
M5 [Complicated pregnanices],5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,6169,1030,193,0,269,82,640,812,1223,1332,290,298
M5 [Complicated pregnanices],5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,37746,8265,3177,4463,722,333,4679,6097,2188,1770,1465,4587
M5 [Complicated pregnanices],5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,3673,368,15,639,147,189,243,831,233,105,113,790
M5 [Complicated pregnanices],5.3.3,Number of cases of complicated pregnancies treated with IV Oxytocis,TOTAL,35321,11742,2358,3202,1013,354,4176,3437,2467,1738,1014,3820
M5 [Complicated pregnanices],5.3.4,Number of cases of complicated pregnancies treated with Blood Transfusion,TOTAL,11673,1479,1063,1903,363,37,1764,2120,215,125,280,2324
M6 [Post - Natal Care],6.1,Women getting post partum check-up within 48 hours after delivery,TOTAL,161587,23602,7077,28903,7275,5335,25035,23862,7045,6568,8681,18204
M6 [Post - Natal Care],6.2,Women getting a post partum check up between 48 hours and 14 days after delivery,TOTAL,115681,15514,4695,10315,6272,4663,15749,15719,3023,5735,11397,22599
M6 [Post - Natal Care],6.3,PNC maternal complications attended,TOTAL,4236,283,1007,487,200,1,988,239,45,222,279,485
M7 [Medical Termination of Pregnancy (MTP)],7.1.1,Number of MTPs conducted at Public Institutions up to 12 weeks of pregnancy,TOTAL,4167,753,46,571,148,37,736,394,427,238,187,630
M7 [Medical Termination of Pregnancy (MTP)],7.1.2,Number of MTPs conducted at Public Institutions for more than 12 weeks of pregnancy,TOTAL,590,77,5,145,6,0,57,98,157,0,9,36
M7 [Medical Termination of Pregnancy (MTP)],7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,4757,830,51,716,154,37,793,492,584,238,196,666
M7 [Medical Termination of Pregnancy (MTP)],7.2,Number of MTPs conducted at Private Facilities,TOTAL,8380,1249,1643,61,238,20,1217,721,540,1022,443,1226
M8 [RTI/STI Cases],8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,23319,3610,1192,4585,1465,835,1642,872,1721,2039,1902,3456
M8 [RTI/STI Cases],8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,120509,14527,7496,16643,7657,9076,11163,7396,4169,6389,6503,29490
M8 [RTI/STI Cases],8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,143828,18137,8688,21228,9122,9911,12805,8268,5890,8428,8405,32946
M8 [RTI/STI Cases],8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,401,0,2,0,0,0,2,0,41,24,8,324
M9 [Family Planning],9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,0,0,NA,0,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,1058,735,12,100,5,9,27,17,11,1,95,46
M9 [Family Planning],9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,1058,735,12,100,5,9,27,17,11,1,95,46
M9 [Family Planning],9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,28,26,1,0,0,NA,0,0,1,0,0,0
M9 [Family Planning],9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,0,0,NA,0,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,3777,1206,15,606,54,14,497,235,399,47,157,547
M9 [Family Planning],9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,3777,1206,15,606,54,14,497,235,399,47,157,547
M9 [Family Planning],9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,1384,33,35,111,7,NA,677,338,15,139,2,27
M9 [Family Planning],9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,2,2,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,0,0,NA,0,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,1295,164,77,676,19,3,113,83,27,3,64,66
M9 [Family Planning],9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,1297,166,77,676,19,3,113,83,27,3,64,66
M9 [Family Planning],9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,142,17,10,0,3,NA,48,0,17,28,0,19
M9 [Family Planning],9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,7,0,NA,7,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,3279,370,0,536,27,38,913,652,118,28,76,521
M9 [Family Planning],9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,3286,370,0,543,27,38,913,652,118,28,76,521
M9 [Family Planning],9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,236,48,10,0,11,NA,23,4,6,49,5,80
M9 [Family Planning],9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,9,9,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,15855,2434,1031,854,989,1416,1528,926,1368,1517,1580,2212
M9 [Family Planning],9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,5560,710,463,299,428,769,528,532,NA,608,91,1132
M9 [Family Planning],9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,33758,5246,1873,5075,2626,833,5964,4106,1314,740,1102,4879
M9 [Family Planning],9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,55182,8399,3367,6228,4043,3018,8020,5564,2682,2865,2773,8223
M9 [Family Planning],9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,29593,4610,1928,4297,2215,1061,4869,3572,766,717,786,4772
M9 [Family Planning],9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,2501,358,168,122,158,27,391,281,163,367,109,357
M9 [Family Planning],9.06,Number of IUCD removals,TOTAL,8865,1127,617,768,636,546,1104,663,612,720,749,1323
M9 [Family Planning],9.07,Number of Oral Pills cycles distributed,TOTAL,133996,14186,9890,9980,12651,9376,15308,13183,8611,16023,9434,15354
M9 [Family Planning],9.08,Number of Condom pieces distributed,TOTAL,4746913,563082,169063,344587,484929,257663,788522,249520,438543,543769,374167,533068
M9 [Family Planning],9.09,Number of Centchroman (weekly) pills given,TOTAL,119,63,0,0,0,0,0,0,37,0,8,11
M9 [Family Planning],9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,11146,758,1003,663,1347,1077,1339,777,1251,907,713,1311
M9 [Family Planning],9.11.1.a,Number of cases of complications following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.11.1.b,Number of cases of complications following female sterilization,TOTAL,15,1,0,0,0,0,0,11,0,0,2,1
M9 [Family Planning],9.11.2.a,Number of failures following male sterilization,TOTAL,1,0,0,0,0,0,0,0,0,0,0,1
M9 [Family Planning],9.11.2.b,Number of failures following female sterilization,TOTAL,33,11,0,4,1,0,7,7,0,0,0,3
M9 [Family Planning],9.11.3.a,Number of deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.11.3.b,Number of deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.12,Number of Institutions having NSV trained doctors,TOTAL,431,46,38,55,23,5,99,55,40,20,19,31
M10 [CHILD IMMUNIZATION],10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,206358,27351,10801,32669,12238,9329,30109,27748,9210,11114,10397,25392
M10 [CHILD IMMUNIZATION],10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,11527,1628,649,199,473,626,1624,791,1187,1969,281,2100
M10 [CHILD IMMUNIZATION],10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,9737,1473,576,166,402,586,1163,517,1025,1753,269,1807
M10 [CHILD IMMUNIZATION],10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,9142,1509,525,136,391,507,1152,547,737,1641,240,1757
M10 [CHILD IMMUNIZATION],10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,191951,18968,12422,11002,18758,18669,24800,17404,11409,18233,14882,25404
M10 [CHILD IMMUNIZATION],10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,185664,17658,12787,9668,18530,17951,24473,15816,11491,18224,14446,24620
M10 [CHILD IMMUNIZATION],10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,183251,17321,12531,9456,18518,17296,24099,15441,11459,17985,14454,24691
M10 [CHILD IMMUNIZATION],10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,163416,24536,8325,29276,6371,4962,24352,25040,6989,5618,8090,19857
M10 [CHILD IMMUNIZATION],10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,198885,20474,13205,10966,18898,18935,25398,17997,10638,19891,15117,27366
M10 [CHILD IMMUNIZATION],10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,191312,19077,13274,9587,18582,18225,24702,16180,11032,19602,14728,26323
M10 [CHILD IMMUNIZATION],10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,189091,18707,13128,9464,18470,17476,24378,15700,11077,19576,14722,26393
M10 [CHILD IMMUNIZATION],10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,153814,21638,8121,29189,6032,4361,23635,24169,6209,5327,7953,17180
M10 [CHILD IMMUNIZATION],10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,12135,2061,1031,108,185,973,1653,961,715,1617,321,2510
M10 [CHILD IMMUNIZATION],10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,8359,1402,829,121,154,372,1168,550,816,1353,257,1337
M10 [CHILD IMMUNIZATION],10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,7656,1594,675,147,193,334,937,489,763,1123,261,1140
M10 [CHILD IMMUNIZATION],10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,217814,21319,15202,10949,21559,20054,27883,17613,13744,22458,16895,30138
M10 [CHILD IMMUNIZATION],10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,13134,1298,848,511,550,1774,2904,940,708,1201,508,1892
M10 [CHILD IMMUNIZATION],10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,7,0,0,0,7,0,0,0,0,0,0,0
M10 [CHILD IMMUNIZATION],10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,112359,10776,7880,5734,11310,10286,14627,8813,6816,11076,9073,15968
M10 [CHILD IMMUNIZATION],10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,97388,9456,6870,4872,9716,9072,12774,7739,5940,9613,7584,13752
M10 [CHILD IMMUNIZATION],10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,209747,20232,14750,10606,21026,19358,27401,16552,12756,20689,16657,29720
M10 [CHILD IMMUNIZATION],10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,209324,19918,15080,10470,20647,19605,27180,16779,13191,20079,17096,29279
M10 [CHILD IMMUNIZATION],10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,208424,19876,15040,10471,20499,19487,26850,16767,13420,19997,17089,28928
M10 [CHILD IMMUNIZATION],10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,213038,21156,15002,11224,21396,17681,25778,18609,14358,23061,17391,27382
M10 [CHILD IMMUNIZATION],10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,31020,3203,999,1756,3364,3718,4556,2938,1341,1140,2185,5820
M10 [CHILD IMMUNIZATION],10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,26247,2732,868,1206,2712,3489,4044,2353,1210,1020,1799,4814
M10 [CHILD IMMUNIZATION],10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,57267,5935,1867,2962,6076,7207,8600,5291,2551,2160,3984,10634
M10 [CHILD IMMUNIZATION],10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,104856,11418,7858,5743,9184,7810,12715,7915,7094,10407,9378,15334
M10 [CHILD IMMUNIZATION],10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,29218,3492,2580,2407,1956,2121,3115,2001,2430,3307,2342,3467
M10 [CHILD IMMUNIZATION],10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,19107,3067,1470,1557,1794,1083,2143,1978,1281,1697,1649,1388
M10 [CHILD IMMUNIZATION],10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,9,0,6,0,0,0,3,0,0,0,0,0
M10 [CHILD IMMUNIZATION],10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M10 [CHILD IMMUNIZATION],10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,14,4,2,0,0,0,3,1,1,3,0,0
M10 [CHILD IMMUNIZATION],10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,84385,11167,6669,4919,8305,5966,11427,5422,4748,8465,5586,11711
M10 [CHILD IMMUNIZATION],10.4.2,Number of Immunisation sessions held during the month,TOTAL,82068,10963,6496,4605,8052,5872,11141,5268,4678,8209,5393,11391
M10 [CHILD IMMUNIZATION],10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,44528,2446,4266,1937,4580,4684,5554,2539,2491,5217,4256,6558
M10 [CHILD IMMUNIZATION],10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,4,0,0,0,0,0,0,0,0,4,0,0
M11 [Number of Vitamin A doses],11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,164826,13814,14790,6878,13920,16717,18042,13310,11657,16970,16246,22482
M11 [Number of Vitamin A doses],11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,115043,7872,13341,2919,16271,9481,11565,9338,7165,12531,7480,17080
M11 [Number of Vitamin A doses],11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,48537,2859,6061,1275,6054,5345,5423,3258,2686,6685,2927,5964
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,5,0,0,4,0,0,1,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,3,0,0,3,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,13,0,0,7,0,0,0,0,0,0,0,6
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,498,44,47,64,55,11,61,105,66,25,4,16
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,76721,6341,6950,8557,21754,1227,7340,3959,2241,4550,2740,11062
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,939,146,69,293,181,0,105,58,31,24,19,13
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,13775,1463,1405,3782,780,0,1574,646,1412,318,333,2062
M13 [Blindness Control Programme],13.1,Number of Patients operated for cataract,TOTAL,34984,17379,693,4664,526,236,3090,1340,414,1847,110,4685
M13 [Blindness Control Programme],13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,33106,17163,321,4601,282,236,2600,989,409,1786,69,4650
M13 [Blindness Control Programme],13.3,Number of School children detected with Refractive errors,TOTAL,16243,682,237,0,1281,372,2175,2629,1749,578,676,5864
