"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Delhi","Central","MCW Centres MCD","2019-2020","January","9.4.1","Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months)","M9 [CHILD IMMUNISATION]","989","NA","NA","989"
"Delhi","Central","MCW Centres MCD","2019-2020","January","9.6.2","Number of cases of AEFI - Death","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","10.12","Childhood Diseases - Diarrhoea treated in Inpatients","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","14.12.1","Special Newborn Care Unit (SNCU Admissions) - Inborn Male","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","Central","MCW Centres MCD","2019-2020","January","15.2.2","Out of the total number of Hb tests done, Number having Hb < 7 mg","M15 [Laboratory Testing]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","16.3.2","Number of Infant Deaths (1 -12 months) due to Diarrhoea","M16 [Details of deaths reported with probable causes:]","0","NA","NA","0"
"Delhi","Central","CGHS","2019-2020","January","9.5.1","Child immunisation - Typhoid","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","Central","CGHS","2019-2020","January","10.6","Childhood Diseases - Tetanus Neonatorum","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","NA","0"
"Delhi","Central","CGHS","2019-2020","January","10.12","Childhood Diseases - Diarrhoea treated in Inpatients","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Delhi","Central","Delhi Govt","2019-2020","January","4.1.1.b","Live Birth - Female","M4 [Pregnancy outcome & details of new-born]","574","NA","552","22"
"Delhi","Central","Delhi Govt","2019-2020","January","10.12","Childhood Diseases - Diarrhoea treated in Inpatients","M10 [Number of cases of Childhood Diseases (0-5 years)]","50","NA","30","20"
"Delhi","Central","Delhi Govt","2019-2020","January","11.1.2.b","Malaria (RDT) - Plasmodium Vivax test positive","M11 [NVBDCP]","2","NA","2","0"
"Delhi","Central","Delhi Govt","2019-2020","January","14.1.1","Outpatient - Diabetes","M14 [Patient Services]","4593","NA","1713","2880"
"Delhi","Central","Delhi Govt","2019-2020","January","14.18","Blood Units Issued on replacement (Family Donors to be considered as replacement donations)","M14 [Patient Services]","1249","NA","1249","NA"
"Delhi","Central","Delhi Govt","2019-2020","January","16.5.6","Number of Maternal Deaths due to Other Causes (including causes not known)","M16 [Details of deaths reported with probable causes:]","1","NA","1","NA"
"Delhi","Central","Delhi Govt","2019-2020","January","16.7.4","Number of Adolscent / Adult deaths due to Other Fever Related","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Delhi","Central","ESI","2019-2020","January","4.3.3","Number of women provided with post abortion/ MTP contraception","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Delhi","Central","ESI","2019-2020","January","8.17.5","Deaths following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","Central","ESI","2019-2020","January","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","2","NA","NA","2"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","9.2.2","Child immunisation (9-11months) - Measles 1st dose","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","41","NA","NA","41"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","10.5","Childhood Diseases - Pertussis","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","16.7.9","Number of Adolscent / Adult deaths due to Accidents/Burn cases","M16 [Details of deaths reported with probable causes:]","0","NA","NA","0"
"Delhi","Central","NGO","2019-2020","January","14.1.5","Outpatient - Mental illness","M14 [Patient Services]","NA","0","NA","0"
"Delhi","Central","NGO","2019-2020","January","14.10","In-Patient Head Count at midnight","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","Central","NGO","2019-2020","January","15.1","Number of Lab Tests done","M15 [Laboratory Testing]","NA","9957","NA","9957"
"Delhi","Central","Private","2019-2020","January","9.1.8","Child immunisation - Pentavalent 3","M9 [CHILD IMMUNISATION]","NA","89","57","32"
"Delhi","Central","Private","2019-2020","January","9.1.9","Child immunisation - OPV 0 (Birth Dose)","M9 [CHILD IMMUNISATION]","NA","561","371","190"
"Delhi","Central","Private","2019-2020","January","9.3.3","Child immunisation - JE 1st dose","M9 [CHILD IMMUNISATION]","NA","0","0","0"
"Delhi","Central","Private","2019-2020","January","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","NA","2","1","1"
"Delhi","Central","Private","2019-2020","January","12.1.2.a","Out of registered, Girls received clinical services","M12 [Adolscent Health]","NA","0","NA","0"
"Delhi","Central","Private","2019-2020","January","14.1.6","Outpatient - Epilepsy","M14 [Patient Services]","NA","11","NA","11"
"Delhi","Central","Private","2019-2020","January","14.8.1","Operation major (General and spinal anaesthesia)","M14 [Patient Services]","NA","3765","3344","421"
"Delhi","Central","NGO","2019-2020","January","1.5.1","Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test)","M1 [Ante Natal Care (ANC)]","NA","10","NA","10"
"Delhi","Central","NGO","2019-2020","January","8.3","Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD)","M8 [Family Planning]","NA","6","NA","6"
"Delhi","Central","NGO","2019-2020","January","8.7","Number of complications following IUCD Insertion","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","Central","Private","2019-2020","January","1.3.1.a","Out of the new cases of PW with hypertension detected, cases managed at institution","M1 [Ante Natal Care (ANC)]","NA","23","5","18"
"Delhi","Central","Private","2019-2020","January","8.17.4","Failures following female sterilization","M8 [Family Planning]","NA","0","0","0"
"Delhi","Central","Private","2019-2020","January","9.5.3","Children more than 10 years received TT10","M9 [CHILD IMMUNISATION]","NA","48","40","8"
"Delhi","Central","Private","2019-2020","January","11.3.2","Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive","M11 [NVBDCP]","NA","4","4","0"
"Delhi","Central","Private","2019-2020","January","14.8.6","Number of blood units issued","M14 [Patient Services]","NA","600","585","15"
"Delhi","Central","Private","2019-2020","January","15.3.1.a","Male HIV - Number Tested","M15 [Laboratory Testing]","NA","1796","1640","156"
"Delhi","Central","Private","2019-2020","January","15.3.1.b","Male HIV - Number Positive","M15 [Laboratory Testing]","NA","8","8","0"
"Delhi","Central","Autonomous","2019-2020","January","15.4.2","Widal tests - Number Positive","M15 [Laboratory Testing]","0","NA","NA","0"
"Delhi","Central","Private","2019-2020","January","15.5.2","Radiology - Ultrasonography (USG)","M15 [Laboratory Testing]","NA","11307","11123","184"
"Delhi","Central","Private","2019-2020","January","15.3.4.d","Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","NA","0","0","0"
"Delhi","Central","Autonomous","2019-2020","January","16.7.1","Number of Adolscent / Adult deaths due to Diarrhoeal diseases","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","Central","CGHS","2019-2020","January","1.2.5","Number of PW given 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","0","NA","NA","0"
"Delhi","Central","CGHS","2019-2020","January","4.4.1","Number of newborns weighed at birth","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Delhi","Central","CGHS","2019-2020","January","9.4.3","Child immunisation - DPT 1st Booster","M9 [CHILD IMMUNISATION]","16","NA","NA","16"
"Delhi","Central","CGHS","2019-2020","January","9.4.4","Child immunisation - OPV Booster","M9 [CHILD IMMUNISATION]","16","NA","NA","16"
"Delhi","Central","CGHS","2019-2020","January","10.7","Childhood Diseases - Tuberculosis (TB)","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","NA","0"
"Delhi","Central","CGHS","2019-2020","January","16.7.4","Number of Adolscent / Adult deaths due to Other Fever Related","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","Central","Delhi Govt","2019-2020","January","4.4.1","Number of newborns weighed at birth","M4 [Pregnancy outcome & details of new-born]","1178","NA","1142","36"
"Delhi","Central","MCW Centres MCD","2019-2020","January","16.7.6","Number of Adolscent / Adult deaths due to Heart disease/Hypertension related","M16 [Details of deaths reported with probable causes:]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","8.15","Number of Emergency Contraceptive Pills (ECP) given","M8 [Family Planning]","35","NA","NA","35"
"Delhi","Central","NGO","2019-2020","January","4.4.2","Number of newborns having weight less than 2.5 kg","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Delhi","Central","NGO","2019-2020","January","8.9","Injectable Contraceptive-Antara Program- Second Dose","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","Central","NGO","2019-2020","January","14.5","Patients registered at Emergency Department","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","Central","NGO","2019-2020","January","15.3.2.a","Female Non ANC HIV - Number Tested","M15 [Laboratory Testing]","NA","21","NA","21"
"Delhi","Central","NGO","2019-2020","January","15.3.2.b","Female Non ANC HIV - Number Positive","M15 [Laboratory Testing]","NA","0","NA","0"
"Delhi","Central","NGO","2019-2020","January","16.7.11","Number of Adolscent / Adult deaths due to Animal bites and stings","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","Central","Private","2019-2020","January","10.5","Childhood Diseases - Pertussis","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","0","0","0"
"Delhi","Central","Private","2019-2020","January","14.1.1","Outpatient - Diabetes","M14 [Patient Services]","NA","907","306","601"
"Delhi","Central","Private","2019-2020","January","14.4.5","Inpatient - Tuberculosis","M14 [Patient Services]","NA","121","87","34"
"Delhi","Central","MCD","2019-2020","January","14.12.4","Outborn - Female","M14 [Patient Services]","14","NA","14","NA"
"Delhi","Central","MCD","2019-2020","January","16.7.1","Number of Adolscent / Adult deaths due to Diarrhoeal diseases","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Delhi","Central","MCW Centres MCD","2019-2020","January","1.4.3","Number of PW having Hb level<7 (tested cases)","M1 [Ante Natal Care (ANC)]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","1.6.2.a","Number of pregnant women tested  for Syphilis","M1 [Ante Natal Care (ANC)]","133","NA","NA","133"
"Delhi","Central","MCW Centres MCD","2019-2020","January","1.6.2.d","Number of babies diagnosed with  Congenital Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","2.1.2","Number of PW given Tablet Misoprostol during home delivery","M2 [Deliveries]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","4.3.3","Number of women provided with post abortion/ MTP contraception","M4 [Pregnancy outcome & details of new-born]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","4.4.2","Number of newborns having weight less than 2.5 kg","M4 [Pregnancy outcome & details of new-born]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","12.1.3.b","Out of registered, Boys received counselling","M12 [Adolscent Health]","136","NA","NA","136"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","1.6.2.b","Number of pregnant women tested found sero positive for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","9.2.4.a","Children aged between 9 and 11 months fully immunized- Male","M9 [CHILD IMMUNISATION]","59","NA","NA","59"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","9.3.3","Child immunisation - JE 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","16.8.1","Number of Deaths due to Malaria- Plasmodium Vivax","M16 [Details of deaths reported with probable causes:]","0","NA","NA","0"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","8.2.4","Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","Central","MCD","2019-2020","January","9.1.12","Child immunisation - OPV3","M9 [CHILD IMMUNISATION]","229","NA","140","89"
"Delhi","Central","MCD","2019-2020","January","14.1.3","Outpatient - Stroke (Paralysis)","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","Central","MCD","2019-2020","January","14.1.4","Outpatient - Acute Heart Diseases","M14 [Patient Services]","728","NA","728","NA"
"Delhi","Central","MCD","2019-2020","January","16.3.4","Number of Infant Deaths (1 -12 months) due to Measles","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Delhi","Central","MCW Centres MCD","2019-2020","January","1.4.2","Number of PW having Hb level<11 (tested cases)(7.1 to 10.9)","M1 [Ante Natal Care (ANC)]","213","NA","NA","213"
"Delhi","Central","MCW Centres MCD","2019-2020","January","4.1.1.b","Live Birth - Female","M4 [Pregnancy outcome & details of new-born]","4","NA","NA","4"
"Delhi","Central","MCW Centres MCD","2019-2020","January","4.3.2.a","Post Abortion/ MTP Complications Identified","M4 [Pregnancy outcome & details of new-born]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","5.1","Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)","M5 [Complicated Pregnancies]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","7.2.2","RTI/STI for which treatment initiated -Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","513","NA","NA","513"
"Delhi","Central","MCW Centres MCD","2019-2020","January","8.2.2","Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted","M8 [Family Planning]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","9.6.1","Number of cases of AEFI - Abscess","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","9.7.1","Immunisation sessions planned","M9 [CHILD IMMUNISATION]","620","NA","NA","620"
"Delhi","Central","MCW Centres MCD","2019-2020","January","9.7.2","Immunisation sessions held","M9 [CHILD IMMUNISATION]","619","NA","NA","619"
"Delhi","Central","MCW Centres MCD","2019-2020","January","10.7","Childhood Diseases - Tuberculosis (TB)","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","NA","0"
"Delhi","Central","Autonomous","2019-2020","January","9.5.1","Child immunisation - Typhoid","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","Central","Autonomous","2019-2020","January","9.6.2","Number of cases of AEFI - Death","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","Central","Autonomous","2019-2020","January","13.2","Number of DOTS cases completed successfully","M13 [Directly Observed Treatment, Short-course (DOTS)]","NA","NA","NA","NA"
"Delhi","Central","Autonomous","2019-2020","January","14.2.2","Ayush - Outpatient attendance","M14 [Patient Services]","0","NA","NA","0"
"Delhi","Central","Autonomous","2019-2020","January","14.12.5","Number of newborns admitted in SNCU - referred by ASHA","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","Central","Autonomous","2019-2020","January","11.4.2","Tests Positive for JE","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","Central","Autonomous","2019-2020","January","14.1.6","Outpatient - Epilepsy","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","Central","Autonomous","2019-2020","January","14.1.9","Outpatient - Oncology","M14 [Patient Services]","0","NA","NA","0"
"Delhi","Central","Autonomous","2019-2020","January","14.5","Patients registered at Emergency Department","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","Central","Autonomous","2019-2020","January","14.8.2","Out of Operation major, Gynecology- Hysterectomy surgeries","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","Central","Autonomous","2019-2020","January","14.9.2","Inpatient Deaths - Female","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","Central","CGHS","2019-2020","January","1.2.3","Number of PW given TT Booster","M1 [Ante Natal Care (ANC)]","0","NA","NA","0"
"Delhi","Central","CGHS","2019-2020","January","4.3.1.b","MTP more than 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Delhi","Central","CGHS","2019-2020","January","9.1.3","Child immunisation - DPT1","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","Central","CGHS","2019-2020","January","10.1","Childhood Diseases - Pneumonia","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","NA","0"
"Delhi","Central","CGHS","2019-2020","January","10.2","Childhood Diseases - Asthma","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","NA","0"
"Delhi","Central","CGHS","2019-2020","January","14.6.5","Emergency - Acute Caridiac Emergencies","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","Central","CGHS","2019-2020","January","14.12.3","Outborn – Male","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","Central","CGHS","2019-2020","January","15.3.4.c","Number of Female (Non ANC)STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","0","NA","NA","0"
"Delhi","Central","CGHS","2019-2020","January","16.5.5","Number of Maternal Deaths due to Severe hypertesnion/fits","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","Central","CGHS","2019-2020","January","16.7.11","Number of Adolscent / Adult deaths due to Animal bites and stings","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","Central","Delhi Govt","2019-2020","January","1.2.4","Number of PW given 180 Iron Folic Acid (IFA) tablets","M1 [Ante Natal Care (ANC)]","863","NA","265","598"
"Delhi","Central","Delhi Govt","2019-2020","January","1.4.2","Number of PW having Hb level<11 (tested cases)(7.1 to 10.9)","M1 [Ante Natal Care (ANC)]","882","NA","547","335"
"Delhi","Central","Delhi Govt","2019-2020","January","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","37","NA","NA","37"
"Delhi","Central","Delhi Govt","2019-2020","January","10.7","Childhood Diseases - Tuberculosis (TB)","M10 [Number of cases of Childhood Diseases (0-5 years)]","2","NA","1","1"
"Delhi","Central","Delhi Govt","2019-2020","January","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","2","NA","2","0"
"Delhi","Central","Delhi Govt","2019-2020","January","14.3.1.a","Inpatient (Male)- Children<18yrs","M14 [Patient Services]","241","NA","220","21"
"Delhi","Central","Delhi Govt","2019-2020","January","14.9.1","Inpatient Deaths - Male","M14 [Patient Services]","201","NA","201","0"
"Delhi","Central","ESI","2019-2020","January","1.3.1","New cases of PW with hypertension detected","M1 [Ante Natal Care (ANC)]","0","NA","NA","0"
"Delhi","Central","ESI","2019-2020","January","4.1.1.b","Live Birth - Female","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Delhi","Central","ESI","2019-2020","January","9.2.3","Child immunisation (9-11months) - JE 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","Central","ESI","2019-2020","January","9.4.4","Child immunisation - OPV Booster","M9 [CHILD IMMUNISATION]","9","NA","NA","9"
"Delhi","Central","ESI","2019-2020","January","11.3.1","Dengue - RDT Test Positive","M11 [NVBDCP]","0","NA","NA","0"
"Delhi","Central","ESI","2019-2020","January","13.1","Number of on-going DOTS patients registered","M13 [Directly Observed Treatment, Short-course (DOTS)]","7","NA","NA","7"
"Delhi","Central","ESI","2019-2020","January","14.6.1","Emergency - Trauma ( accident, injury, poisoning etc)","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","Central","ESI","2019-2020","January","15.3.3.a","Number of pregnant women screened for HIV","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Delhi","Central","ESI","2019-2020","January","16.3.5","Number of Infant Deaths (1 -12 months) due to Others","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","Central","ESI","2019-2020","January","16.8.1","Number of Deaths due to Malaria- Plasmodium Vivax","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","1.1.1","Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)","M1 [Ante Natal Care (ANC)]","62","NA","NA","62"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","2.1.2","Number of PW given Tablet Misoprostol during home delivery","M2 [Deliveries]","0","NA","NA","0"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","9.4.2","Child immunisation - Measles 2nd dose (More than 16 months)","M9 [CHILD IMMUNISATION]","65","NA","NA","65"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","9.7.3","Number of Immunisation sessions where ASHAs were present","M9 [CHILD IMMUNISATION]","24","NA","NA","24"
"Delhi","Central","NGO","2019-2020","January","14.8.4","Operation minor (No or local anaesthesia)","M14 [Patient Services]","NA","347","NA","347"
"Delhi","Central","NGO","2019-2020","January","15.3.4.c","Number of Female (Non ANC)STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","NA","8","NA","8"
"Delhi","Central","NGO","2019-2020","January","16.8.4","Number of Deaths due to Dengue","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","Central","Private","2019-2020","January","1.4.4","Number of PW having severe anaemia (Hb<7) treated","M1 [Ante Natal Care (ANC)]","NA","1","0","1"
"Delhi","Central","Private","2019-2020","January","4.4.1","Number of newborns weighed at birth","M4 [Pregnancy outcome & details of new-born]","NA","749","548","201"
"Delhi","Central","Private","2019-2020","January","9.8.1","Child immunisation - Vitamin A Dose - 1","M9 [CHILD IMMUNISATION]","NA","0","0","0"
"Delhi","Central","Private","2019-2020","January","9.8.2","Child immunisation - Vitamin A Dose - 5","M9 [CHILD IMMUNISATION]","NA","0","0","0"
"Delhi","Central","Private","2019-2020","January","14.4.8","Inpatient - Hepatitis","M14 [Patient Services]","NA","52","28","24"
"Delhi","Central","Private","2019-2020","January","15.3.3.b","Out of the above, number screened positive","M15 [Laboratory Testing]","NA","0","0","0"
"Delhi","Central","ESI","2019-2020","January","6.4","Number of mothers provided 360 Calcium tablets after delivery","M6 [Post Natal Care (PNC)]","NA","NA","NA","NA"
"Delhi","Central","ESI","2019-2020","January","14.4.6","Inpatient - Pyrexia of unknown origin (PUO)","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","Central","ESI","2019-2020","January","16.8.3","Number of Deaths due to Kala Azar","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","5.2","Number of Complicated pregnancies treated with Blood Transfusion","M5 [Complicated Pregnancies]","NA","NA","NA","NA"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","7.2.2","RTI/STI for which treatment initiated -Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","54","NA","NA","54"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","8.17.3","Failures following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","9.1.14","Child immunisation - Hepatitis-B1","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","9.6.3","Number of cases of AEFI - Others","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","9.8.3","Child immunisation - Vitamin A Dose - 9","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","16.4.2","Number of Child Deaths (1 -5 years) due to Diarrhoea","M16 [Details of deaths reported with probable causes:]","0","NA","NA","0"
"Delhi","Central","IPP VIII-MCD","2019-2020","January","16.7.7","Number of Adolscent / Adult deaths due to Cancer","M16 [Details of deaths reported with probable causes:]","0","NA","NA","0"
"Delhi","Central","MCD","2019-2020","January","11.2.3","Post-kala-azar dermal leishmaniasis (PKDL) cases","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","Central","MCD","2019-2020","January","16.5.1","Number of Maternal Deaths due to Bleeding","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Delhi","Central","MCW Centres MCD","2019-2020","January","4.3.1.b","MTP more than 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","8.8","Injectable Contraceptive-Antara Program- First Dose","M8 [Family Planning]","46","NA","NA","46"
"Delhi","Central","MCW Centres MCD","2019-2020","January","9.1.5","Child immunisation - DPT3","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","9.9","Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly)","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","Central","MCW Centres MCD","2019-2020","January","14.3.1.a","Inpatient (Male)- Children<18yrs","M14 [Patient Services]","0","NA","NA","0"
