Indicator,S.No.,Parameters,Type,District - _Delhi,District - Central,District - East,District - New Delhi,District - North,District - North East,District - North West,District - Shahdara,District - South,District - South East,District - South West,District - West
M7 [Medical Termination of Pregnancy (MTP)],7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,3282,571,40,489,110,34,558,349,382,137,135,477
M7 [Medical Termination of Pregnancy (MTP)],7.2,Number of MTPs conducted at Private Facilities,TOTAL,5521,843,1024,53,146,11,810,455,333,709,294,843
M8 [RTI/STI Cases],8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,14483,2276,671,2782,922,609,1171,527,1054,1300,1169,2002
M8 [RTI/STI Cases],8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,75145,9359,4679,10665,4824,5366,7009,4711,2568,3945,4078,17941
M8 [RTI/STI Cases],8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,89628,11635,5350,13447,5746,5975,8180,5238,3622,5245,5247,19943
M8 [RTI/STI Cases],8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,222,0,2,0,0,0,0,0,16,16,6,182
M9 [Family Planning],9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,0,0,NA,NA,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,746,496,8,83,4,8,16,14,6,0,73,38
M9 [Family Planning],9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,746,496,8,83,4,8,16,14,6,0,73,38
M9 [Family Planning],9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,26,24,1,0,0,NA,0,0,1,0,0,0
M9 [Family Planning],9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,NA,0,0,0,0,0,0
M9 [Family Planning],9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,0,0,NA,NA,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,2540,782,13,429,35,11,344,161,259,30,116,360
M9 [Family Planning],9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,2540,782,13,429,35,11,344,161,259,30,116,360
M9 [Family Planning],9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,866,23,26,57,4,NA,451,178,7,94,2,24
M9 [Family Planning],9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,NA,0,0,0,0,0,0
M9 [Family Planning],9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,0,0,NA,NA,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,847,104,41,404,18,2,95,66,23,1,50,43
M9 [Family Planning],9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,847,104,41,404,18,2,95,66,23,1,50,43
M9 [Family Planning],9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,60,10,6,0,0,NA,5,0,16,10,0,13
M9 [Family Planning],9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,NA,0,0,0,0,0,0
M9 [Family Planning],9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,6,0,NA,6,NA,0,0,NA,NA,0,NA,0
M9 [Family Planning],9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,1906,204,0,260,15,16,577,379,67,16,59,313
M9 [Family Planning],9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,1912,204,0,266,15,16,577,379,67,16,59,313
M9 [Family Planning],9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,150,33,3,0,3,NA,13,3,5,31,3,56
M9 [Family Planning],9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,7,7,0,0,0,0,0,0,0,NA,0,0
M9 [Family Planning],9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,11238,1809,770,632,650,985,988,631,938,1051,1231,1553
M9 [Family Planning],9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,3595,441,261,210,309,547,351,366,NA,407,66,637
M9 [Family Planning],9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,22046,3357,1309,3046,1619,610,3939,2617,842,432,764,3511
M9 [Family Planning],9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9 [Family Planning],9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,36886,5614,2340,3888,2578,2142,5278,3614,1780,1890,2061,5701
M9 [Family Planning],9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,18929,2857,1306,2475,1313,742,3264,2239,461,422,535,3315
M9 [Family Planning],9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,1626,243,115,78,118,13,264,165,99,217,83,231
M9 [Family Planning],9.06,Number of IUCD removals,TOTAL,5888,773,425,516,407,381,714,466,404,452,496,854
M9 [Family Planning],9.07,Number of Oral Pills cycles distributed,TOTAL,84273,9522,6064,6496,8167,6086,9809,7908,5234,10013,5554,9420
M9 [Family Planning],9.08,Number of Condom pieces distributed,TOTAL,3082292,361090,112356,213771,313802,177345,495510,181360,285536,346361,243190,351971
M9 [Family Planning],9.09,Number of Centchroman (weekly) pills given,TOTAL,98,63,0,0,0,0,0,0,24,0,0,11
M9 [Family Planning],9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,6520,501,665,340,794,514,754,491,822,562,313,764
M9 [Family Planning],9.11.1.a,Number of cases of complications following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.11.1.b,Number of cases of complications following female sterilization,TOTAL,10,0,0,0,0,0,0,7,0,0,2,1
M9 [Family Planning],9.11.2.a,Number of failures following male sterilization,TOTAL,1,0,0,0,0,0,0,0,0,0,0,1
M9 [Family Planning],9.11.2.b,Number of failures following female sterilization,TOTAL,23,5,0,4,1,0,5,5,0,0,0,3
M9 [Family Planning],9.11.3.a,Number of deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.11.3.b,Number of deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M9 [Family Planning],9.12,Number of Institutions having NSV trained doctors,TOTAL,274,28,20,38,17,2,63,37,22,16,11,20
M10 [CHILD IMMUNIZATION],10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,120315,15539,6393,19147,7005,5511,17673,16271,5389,6609,5993,14785
M10 [CHILD IMMUNIZATION],10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,7041,1037,382,74,273,256,1119,405,693,1232,189,1381
M10 [CHILD IMMUNIZATION],10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,6148,943,359,82,237,216,785,326,653,1151,189,1207
M10 [CHILD IMMUNIZATION],10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,6040,1000,349,96,239,231,802,341,548,1090,195,1149
M10 [CHILD IMMUNIZATION],10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,110726,10766,7315,6267,10505,11221,14292,10047,6634,10599,8472,14608
M10 [CHILD IMMUNIZATION],10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,115927,10851,8361,6016,11218,11541,15146,9992,7202,11136,8943,15521
M10 [CHILD IMMUNIZATION],10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,119947,11337,8307,6163,11858,11613,15784,10228,7519,11336,9496,16306
M10 [CHILD IMMUNIZATION],10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,94845,13664,4865,17107,3707,2989,14112,14593,3985,3437,4613,11773
M10 [CHILD IMMUNIZATION],10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,114736,11708,7811,6190,10559,11196,14683,10397,6143,11567,8611,15871
M10 [CHILD IMMUNIZATION],10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,119494,11785,8637,5912,11215,11586,15376,10253,6936,12046,9114,16634
M10 [CHILD IMMUNIZATION],10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,123763,12280,8759,6134,11801,11630,15947,10382,7391,12371,9684,17384
M10 [CHILD IMMUNIZATION],10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,90144,12549,4740,16898,3583,2617,14030,14320,3516,3286,4514,10091
M10 [CHILD IMMUNIZATION],10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,7517,1319,622,63,95,716,934,559,447,976,243,1543
M10 [CHILD IMMUNIZATION],10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,5166,892,518,79,87,126,765,318,496,850,177,858
M10 [CHILD IMMUNIZATION],10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,4977,1088,439,92,103,134,636,275,492,757,211,750
M10 [CHILD IMMUNIZATION],10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,136183,13150,9563,6860,13104,12952,17165,11089,8562,14162,10528,19048
M10 [CHILD IMMUNIZATION],10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,7170,896,544,288,490,1248,1218,486,450,583,434,533
M10 [CHILD IMMUNIZATION],10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,1,0,0,0,1,0,0,0,0,0,0,0
M10 [CHILD IMMUNIZATION],10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,70403,6708,4979,3640,6862,6581,8968,5530,4394,6929,5679,10133
M10 [CHILD IMMUNIZATION],10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,60803,5804,4298,3008,5903,5896,7876,4863,3850,6010,4695,8600
M10 [CHILD IMMUNIZATION],10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,131206,12512,9277,6648,12765,12477,16844,10393,8244,12939,10374,18733
M10 [CHILD IMMUNIZATION],10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,139606,12897,10286,7029,13395,13366,18047,11448,8952,12763,11395,20028
M10 [CHILD IMMUNIZATION],10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,138395,12864,10259,7024,13286,13267,17657,11237,9073,12658,11388,19682
M10 [CHILD IMMUNIZATION],10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,145894,13813,10809,7609,13875,11658,18347,13333,9591,15468,11671,19720
M10 [CHILD IMMUNIZATION],10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,20519,2026,642,1277,2283,2374,2939,1924,1162,697,1314,3881
M10 [CHILD IMMUNIZATION],10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,17292,1736,552,889,1833,2239,2587,1530,1040,636,1065,3185
M10 [CHILD IMMUNIZATION],10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,37811,3762,1194,2166,4116,4613,5526,3454,2202,1333,2379,7066
M10 [CHILD IMMUNIZATION],10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,65430,7033,5129,3631,5504,4736,7892,5176,4486,6414,5868,9561
M10 [CHILD IMMUNIZATION],10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,19588,2293,1655,1635,1314,1485,2205,1358,1652,2074,1600,2317
M10 [CHILD IMMUNIZATION],10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,12616,1983,937,1064,1164,779,1428,1247,878,1104,1155,877
M10 [CHILD IMMUNIZATION],10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,4,0,2,0,0,0,2,0,0,0,0,0
M10 [CHILD IMMUNIZATION],10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M10 [CHILD IMMUNIZATION],10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,11,4,0,0,0,0,2,1,1,3,0,0
M10 [CHILD IMMUNIZATION],10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,52331,6764,4138,2834,5195,3796,7250,3443,3050,5201,3376,7284
M10 [CHILD IMMUNIZATION],10.4.2,Number of Immunisation sessions held during the month,TOTAL,50968,6618,4043,2668,5018,3756,7071,3368,3000,5071,3263,7092
M10 [CHILD IMMUNIZATION],10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,27512,1428,2613,1196,2684,2961,3531,1678,1599,3249,2565,4008
M10 [CHILD IMMUNIZATION],10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,4,0,0,0,0,0,0,0,0,4,0,0
M11 [Number of Vitamin A doses],11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,84639,5847,9165,2527,5624,10064,7532,7008,6450,8764,9746,11912
M11 [Number of Vitamin A doses],11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,60301,3253,8496,1186,7084,5703,5206,4448,3705,6329,4504,10387
M11 [Number of Vitamin A doses],11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,25818,1086,3914,554,2501,3169,2445,1977,1386,3415,1740,3631
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,1,0,0,1,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,3,0,0,3,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,5,0,0,5,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,466,38,46,62,45,10,59,100,63,24,4,15
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,56138,3959,4937,5669,17341,971,5821,2787,1798,3408,1485,7962
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,566,80,51,122,170,0,70,21,12,19,15,6
M12 [Number of cases of Childhood Diseases reported during the month0-5 years:],12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,8630,703,879,2390,379,0,731,362,844,258,175,1909
M13 [Blindness Control Programme],13.1,Number of Patients operated for cataract,TOTAL,22403,10960,461,3015,357,190,2055,834,271,1212,71,2977
M13 [Blindness Control Programme],13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,21156,10805,206,2988,200,190,1728,614,266,1153,44,2962
M13 [Blindness Control Programme],13.3,Number of School children detected with Refractive errors,TOTAL,9834,463,138,0,800,267,1374,1283,1181,372,444,3512
M13 [Blindness Control Programme],13.4,Number of children provided free glasses,TOTAL,1137,0,0,0,0,0,331,0,0,0,0,806
