"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Delhi","North","CGHS","2019-2020","January","8.5","Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","5","NA","NA","5"
"Delhi","North","CGHS","2019-2020","January","14.1.9","Outpatient - Oncology","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","14.4.1","Inpatient - Malaria","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","Delhi Govt","2019-2020","January","1.6.2.e","Number of babies treated for congenital Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Delhi","North","Delhi Govt","2019-2020","January","9.1.10","Child immunisation - OPV1","M9 [CHILD IMMUNISATION]","1363","NA","276","1087"
"Delhi","North","ESI","2019-2020","January","9.9","Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly)","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","14.6.5","Emergency - Acute Caridiac Emergencies","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","15.2.1","Number of Hb tests conducted","M15 [Laboratory Testing]","57","NA","NA","57"
"Delhi","North","ESI","2019-2020","January","16.8.4","Number of Deaths due to Dengue","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","North","IPP VIII-MCD","2019-2020","January","9.1.2","Child immunisation - BCG","M9 [CHILD IMMUNISATION]","117","NA","NA","117"
"Delhi","North","IPP VIII-MCD","2019-2020","January","9.6.2","Number of cases of AEFI - Death","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","North","IPP VIII-MCD","2019-2020","January","14.3.1.b","Inpatient (Male)- Adults","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","IPP VIII-MCD","2019-2020","January","14.4.8","Inpatient - Hepatitis","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","IPP VIII-MCD","2019-2020","January","14.9.1","Inpatient Deaths - Male","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","8.11","Injectable Contraceptive-Antara Program- Fourth or more than fourth","M8 [Family Planning]","0","NA","NA","0"
"Delhi","North","MCD","2019-2020","January","12.1.2.b","Out of registered, Boys received clinical services","M12 [Adolscent Health]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","12.1.3.a","Out of registered, Girls received counselling","M12 [Adolscent Health]","29","NA","NA","29"
"Delhi","North","MCW Centres MCD","2019-2020","January","1.2.5","Number of PW given 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","329","NA","NA","329"
"Delhi","North","MCW Centres MCD","2019-2020","January","9.2.1","Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose","M9 [CHILD IMMUNISATION]","630","NA","NA","630"
"Delhi","North","MCW Centres MCD","2019-2020","January","14.2.2","Ayush - Outpatient attendance","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","MCW Centres MCD","2019-2020","January","15.3.2.b","Female Non ANC HIV - Number Positive","M15 [Laboratory Testing]","0","NA","NA","0"
"Delhi","North","MCW Centres MCD","2019-2020","January","15.5.2","Radiology - Ultrasonography (USG)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Delhi","North","MCW Centres MCD","2019-2020","January","16.7.12","Number of Adolscent / Adult deaths due to Known Acute Disease","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","North","MCW Centres MCD","2019-2020","January","16.8.6","Number of Deaths due to Japanese  Encephalitis (JE)","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","North","Others","2019-2020","January","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Delhi","North","Others","2019-2020","January","8.7","Number of complications following IUCD Insertion","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","North","Others","2019-2020","January","9.1.14","Child immunisation - Hepatitis-B1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","North","Others","2019-2020","January","9.8.3","Child immunisation - Vitamin A Dose - 9","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","North","Others","2019-2020","January","11.2.1","Kala Azar (RDT) - Tests Conducted","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","North","Others","2019-2020","January","14.4.2","Inpatient - Dengue","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","Others","2019-2020","January","16.5.6","Number of Maternal Deaths due to Other Causes (including causes not known)","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","North","Private","2019-2020","January","1.2.5","Number of PW given 360 Calcium tablets","M1 [Ante Natal Care (ANC)]","NA","81","NA","81"
"Delhi","North","Private","2019-2020","January","1.6.1.b","Out of above, number of PW found sero positive for syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","North","Private","2019-2020","January","10.6","Childhood Diseases - Tetanus Neonatorum","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Delhi","North","Private","2019-2020","January","14.6.7","Emergency - CVA ( Cerebovascular Disease)","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","Private","2019-2020","January","15.3.2.b","Female Non ANC HIV - Number Positive","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","5.2","Number of Complicated pregnancies treated with Blood Transfusion","M5 [Complicated Pregnancies]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","16.7.7","Number of Adolscent / Adult deaths due to Cancer","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","16.8.6","Number of Deaths due to Japanese  Encephalitis (JE)","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","North","Delhi Govt","2019-2020","January","8.4","Number of Postpartum (within 48 hours of delivery) IUCD insertions","M8 [Family Planning]","110","NA","110","0"
"Delhi","North","Delhi Govt","2019-2020","January","9.8.3","Child immunisation - Vitamin A Dose - 9","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Delhi","North","Delhi Govt","2019-2020","January","10.3","Childhood Diseases - Sepsis","M10 [Number of cases of Childhood Diseases (0-5 years)]","13","NA","13","NA"
"Delhi","North","Delhi Govt","2019-2020","January","14.6.4","Emergency - Snake Bite","M14 [Patient Services]","2","NA","2","NA"
"Delhi","North","Delhi Govt","2019-2020","January","14.8.6","Number of blood units issued","M14 [Patient Services]","38","NA","38","0"
"Delhi","North","ESI","2019-2020","January","2.2.1","Out of total institutional deliveries number of women discharged within 48 hours of delivery","M2 [Deliveries]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","14.2.2","Ayush - Outpatient attendance","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","16.2.2","Infant Deaths up to 4 weeks due to Asphyxia","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","North","IPP VIII-MCD","2019-2020","January","1.2.6","Number of PW given one Albendazole tablet after 1st  trimester","M1 [Ante Natal Care (ANC)]","50","NA","NA","50"
"Delhi","North","IPP VIII-MCD","2019-2020","January","1.6.1.b","Out of above, number of PW found sero positive for syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","North","IPP VIII-MCD","2019-2020","January","9.1.17","Child immunisation - Inactivated Polio Vaccine 1 (IPV 1)","M9 [CHILD IMMUNISATION]","406","NA","NA","406"
"Delhi","North","IPP VIII-MCD","2019-2020","January","10.6","Childhood Diseases - Tetanus Neonatorum","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Delhi","North","IPP VIII-MCD","2019-2020","January","11.4.2","Tests Positive for JE","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","North","IPP VIII-MCD","2019-2020","January","14.3.2.b","Inpatient (Female)- Adults","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","IPP VIII-MCD","2019-2020","January","14.8.2","Out of Operation major, Gynecology- Hysterectomy surgeries","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","IPP VIII-MCD","2019-2020","January","15.3.2.b","Female Non ANC HIV - Number Positive","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Delhi","North","IPP VIII-MCD","2019-2020","January","10.14","Childhood Diseases - Severe Acute Malnutrition (SAM)","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","1.6.2.d","Number of babies diagnosed with  Congenital Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","4.3.1.b","MTP more than 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","8.17.1","Complications following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","14.1.4","Outpatient - Acute Heart Diseases","M14 [Patient Services]","4","NA","NA","4"
"Delhi","North","MCD","2019-2020","January","14.4.7","Inpatient - Diarrhea with dehydration","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","14.15","Number of Rogi Kalyan Samiti (RKS) meetings held","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","16.4.4","Number of Child Deaths (1 -5 years) due to Measles","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","8.15","Number of Emergency Contraceptive Pills (ECP) given","M8 [Family Planning]","0","NA","NA","0"
"Delhi","North","MCW Centres MCD","2019-2020","January","8.5","Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","North","MCW Centres MCD","2019-2020","January","9.1.3","Child immunisation - DPT1","M9 [CHILD IMMUNISATION]","7","NA","NA","7"
"Delhi","North","MCW Centres MCD","2019-2020","January","9.5.4","Children more than 16 years received TT16","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","North","MCW Centres MCD","2019-2020","January","9.7.1","Immunisation sessions planned","M9 [CHILD IMMUNISATION]","326","NA","NA","326"
"Delhi","North","MCW Centres MCD","2019-2020","January","9.7.2","Immunisation sessions held","M9 [CHILD IMMUNISATION]","310","NA","NA","310"
"Delhi","North","MCW Centres MCD","2019-2020","January","8.2.4","Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","North","Others","2019-2020","January","1.6.2.e","Number of babies treated for congenital Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","North","Others","2019-2020","January","3.1","Total C -Section deliveries performed","M3 [Number of Caesarean (C-Section) deliveries]","NA","NA","NA","NA"
"Delhi","North","Others","2019-2020","January","8.17.5","Deaths following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","North","Others","2019-2020","January","9.1.9","Child immunisation - OPV 0 (Birth Dose)","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","8.3","Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD)","M8 [Family Planning]","3","NA","NA","3"
"Delhi","North","CGHS","2019-2020","January","8.7","Number of complications following IUCD Insertion","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","9.7.3","Number of Immunisation sessions where ASHAs were present","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","10.6","Childhood Diseases - Tetanus Neonatorum","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","11.1.2.b","Malaria (RDT) - Plasmodium Vivax test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","15.2.1","Number of Hb tests conducted","M15 [Laboratory Testing]","18","NA","NA","18"
"Delhi","North","CGHS","2019-2020","January","15.3.3.c","Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","16.2.1","Infant Deaths up to 4 weeks due to Sepsis","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","North","Delhi Govt","2019-2020","January","9.6.1","Number of cases of AEFI - Abscess","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Delhi","North","Delhi Govt","2019-2020","January","16.4.3","Number of Child Deaths (1 -5 years) due to Fever related","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Delhi","North","ESI","2019-2020","January","1.6.2.c","Number of syphilis positive pregnant women treated for Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","2.2.2","Number of newborns received 6 HBNC  visits after Institutional Delivery","M2 [Deliveries]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","8.1.1","Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","8.17.3","Failures following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","9.1.3","Child immunisation - DPT1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","9.4.6","Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","9.11","Number of severely underweight children provided Health Checkup (0-5 yrs)","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","10.5","Childhood Diseases - Pertussis","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","10.11","Childhood Diseases - Diarrhoea","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","11.2.1","Kala Azar (RDT) - Tests Conducted","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","14.3.3","Number of Left Against Medical Advice (LAMA) cases","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","IPP VIII-MCD","2019-2020","January","8.17.1","Complications following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","North","IPP VIII-MCD","2019-2020","January","9.1.1","Child immunisation - Vitamin K1 (Birth Dose)","M9 [CHILD IMMUNISATION]","31","NA","NA","31"
"Delhi","North","IPP VIII-MCD","2019-2020","January","14.10","In-Patient Head Count at midnight","M14 [Patient Services]","46","NA","NA","46"
"Delhi","North","IPP VIII-MCD","2019-2020","January","16.3.5","Number of Infant Deaths (1 -12 months) due to Others","M16 [Details of deaths reported with probable causes:]","4","NA","NA","4"
"Delhi","North","IPP VIII-MCD","2019-2020","January","16.7.12","Number of Adolscent / Adult deaths due to Known Acute Disease","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","9.6.1","Number of cases of AEFI - Abscess","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","11.3.1","Dengue - RDT Test Positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","14.8.2","Out of Operation major, Gynecology- Hysterectomy surgeries","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","16.8.1","Number of Deaths due to Malaria- Plasmodium Vivax","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","16.8.3","Number of Deaths due to Kala Azar","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","North","MCD","2019-2020","January","8.13","Number of Condom pieces distributed","M8 [Family Planning]","1895","NA","NA","1895"
"Delhi","North","MCW Centres MCD","2019-2020","January","1.6.1.b","Out of above, number of PW found sero positive for syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","North","MCW Centres MCD","2019-2020","January","9.1.9","Child immunisation - OPV 0 (Birth Dose)","M9 [CHILD IMMUNISATION]","10","NA","NA","10"
"Delhi","North","MCW Centres MCD","2019-2020","January","9.2.4.a","Children aged between 9 and 11 months fully immunized- Male","M9 [CHILD IMMUNISATION]","343","NA","NA","343"
"Delhi","North","MCW Centres MCD","2019-2020","January","11.3.2","Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","1.4.1","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","M1 [Ante Natal Care (ANC)]","4","NA","NA","4"
"Delhi","North","CGHS","2019-2020","January","1.6.2.d","Number of babies diagnosed with  Congenital Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","14.1.4","Outpatient - Acute Heart Diseases","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","14.4.5","Inpatient - Tuberculosis","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","15.5.1","Radiology - X-ray","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","16.1","Infant deaths within 24 hrs(1 to 23 Hrs) of birth","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","North","CGHS","2019-2020","January","16.3.4","Number of Infant Deaths (1 -12 months) due to Measles","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","North","Delhi Govt","2019-2020","January","4.3.1.b","MTP more than 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","0","NA","0","NA"
"Delhi","North","Delhi Govt","2019-2020","January","9.1.2","Child immunisation - BCG","M9 [CHILD IMMUNISATION]","819","NA","581","238"
"Delhi","North","Delhi Govt","2019-2020","January","14.3.1.a","Inpatient (Male)- Children<18yrs","M14 [Patient Services]","575","NA","575","0"
"Delhi","North","Delhi Govt","2019-2020","January","14.4.7","Inpatient - Diarrhea with dehydration","M14 [Patient Services]","39","NA","39","0"
"Delhi","North","Delhi Govt","2019-2020","January","14.6.1","Emergency - Trauma ( accident, injury, poisoning etc)","M14 [Patient Services]","346","NA","346","NA"
"Delhi","North","Delhi Govt","2019-2020","January","14.6.2","Emergency - Burn","M14 [Patient Services]","47","NA","47","NA"
"Delhi","North","Delhi Govt","2019-2020","January","14.18","Blood Units Issued on replacement (Family Donors to be considered as replacement donations)","M14 [Patient Services]","31","NA","31","NA"
"Delhi","North","Delhi Govt","2019-2020","January","15.3.4.a","Number of Male STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","78","NA","72","6"
"Delhi","North","Delhi Govt","2019-2020","January","16.4.4","Number of Child Deaths (1 -5 years) due to Measles","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Delhi","North","ESI","2019-2020","January","1.4.1","Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","1.6.2.e","Number of babies treated for congenital Syphilis","M1 [Ante Natal Care (ANC)]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","8.3","Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD)","M8 [Family Planning]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","9.3.2","Child immunisation - Measles-1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","14.7","Number of deaths occurring at Emergency Department","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","North","ESI","2019-2020","January","16.7.13","Number of Adolscent / Adult deaths due to Known Chronic Disease","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","North","IPP VIII-MCD","2019-2020","January","2.1.2","Number of PW given Tablet Misoprostol during home delivery","M2 [Deliveries]","NA","NA","NA","NA"
"Delhi","North","IPP VIII-MCD","2019-2020","January","9.1.20","Child immunisation - Rotavirus 2","M9 [CHILD IMMUNISATION]","335","NA","NA","335"
