"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Delhi","West","Delhi Govt","2019-2020","January","16.7.2","Number of Adolscent / Adult deaths due to Tuberculosis","M16 [Details of deaths reported with probable causes:]","1","NA","1","0"
"Delhi","West","Delhi Govt","2019-2020","January","16.7.13","Number of Adolscent / Adult deaths due to Known Chronic Disease","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Delhi","West","ESI","2019-2020","January","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","4","NA","4","NA"
"Delhi","West","ESI","2019-2020","January","8.6","Number of IUCD Removals","M8 [Family Planning]","2","NA","2","NA"
"Delhi","West","ESI","2019-2020","January","9.8.3","Child immunisation - Vitamin A Dose - 9","M9 [CHILD IMMUNISATION]","8","NA","0","8"
"Delhi","West","ESI","2019-2020","January","15.2.1","Number of Hb tests conducted","M15 [Laboratory Testing]","7878","NA","7705","173"
"Delhi","West","IPP VIII-MCD","2019-2020","January","9.8.3","Child immunisation - Vitamin A Dose - 9","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","West","MCD","2019-2020","January","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","0","NA","NA","0"
"Delhi","West","MCD","2019-2020","January","4.3.2.a","Post Abortion/ MTP Complications Identified","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Delhi","West","MCD","2019-2020","January","7.1.1","New RTI/STI cases identified - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","NA","NA","NA","NA"
"Delhi","West","MCD","2019-2020","January","9.4.5","Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine","M9 [CHILD IMMUNISATION]","0","NA","NA","0"
"Delhi","West","MCD","2019-2020","January","10.7","Childhood Diseases - Tuberculosis (TB)","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","NA","0"
"Delhi","West","MCD","2019-2020","January","14.1.2","Outpatient - Hypertension","M14 [Patient Services]","27","NA","NA","27"
"Delhi","West","MCD","2019-2020","January","14.12.4","Outborn - Female","M14 [Patient Services]","NA","NA","NA","NA"
"Delhi","West","MCD","2019-2020","January","16.5.2","Number of Maternal Deaths due to High fever","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Delhi","West","MCW Centres MCD","2019-2020","January","1.5.1","Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test)","M1 [Ante Natal Care (ANC)]","15","NA","NA","15"
"Delhi","West","MCW Centres MCD","2019-2020","January","6.3","Number of mothers provided full course of 180 IFA tablets after delivery","M6 [Post Natal Care (PNC)]","100","NA","NA","100"
"Delhi","West","MCW Centres MCD","2019-2020","January","16.4.2","Number of Child Deaths (1 -5 years) due to Diarrhoea","M16 [Details of deaths reported with probable causes:]","0","NA","NA","0"
"Delhi","West","MCW Centres MCD","2019-2020","January","8.12","Number of Combined Oral Pill cycles distributed","M8 [Family Planning]","299","NA","NA","299"
"Delhi","West","Private","2019-2020","January","9.1.19","Child immunisation - Rotavirus 1","M9 [CHILD IMMUNISATION]","NA","198","63","135"
"Delhi","West","Private","2019-2020","January","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","NA","98","52","46"
"Delhi","West","Private","2019-2020","January","14.1.1","Outpatient - Diabetes","M14 [Patient Services]","NA","2123","115","2008"
"Delhi","West","Private","2019-2020","January","14.3.3","Number of Left Against Medical Advice (LAMA) cases","M14 [Patient Services]","NA","46","15","31"
